sample_id,temperature_c,humidity,wind_speed_kmh,rainfall_mm,rainfall_last_12_months_mm,recent_storm_or_flood,aqi
1648,23.8,45.36,9.53,0.0,826.02,0,99.68
1649,33.29,45.84,9.76,4.15,1223.8,0,48.4
1650,23.29,64.7,19.2,13.69,1303.89,0,111.76
1651,25.41,54.35,6.06,2.96,2034.96,0,179.81
1652,27.35,63.96,12.43,4.89,1174.21,0,200.94
1653,21.01,79.34,5.34,14.28,1889.11,0,84.39
1654,21.19,60.91,7.95,11.14,1500.58,0,111.77
1655,26.01,74.01,9.02,16.08,1982.26,0,141.82
1656,33.71,85.9,10.77,0.0,1548.08,0,110.11
1657,26.19,77.61,11.19,9.07,1518.62,0,89.15
1658,19.26,57.53,9.06,6.42,1610.16,0,94.86
1659,29.01,71.71,5.45,2.03,1809.65,0,150.85
1660,33.45,85.62,6.23,2.3,1688.28,0,88.99
1661,27.28,65.94,19.58,23.04,1839.89,0,149.71
1662,31.96,75.03,9.92,3.47,1278.29,0,87.79
1663,27.28,50.0,12.93,2.69,2291.95,0,165.01
1664,22.83,66.55,9.74,0.0,1859.1,0,75.08
1665,26.22,47.05,8.22,3.67,2032.03,0,130.32
1666,25.6,61.72,12.24,0.0,1106.69,0,53.13
1667,24.43,43.01,7.58,5.14,1003.66,0,130.69
1668,22.4,57.73,8.67,4.21,1227.16,0,144.39
1669,25.52,67.18,10.5,7.78,1493.85,0,167.89
1670,36.24,26.91,7.7,0.0,1660.14,0,116.07
1671,31.08,44.24,12.97,9.27,1018.63,0,77.31
1672,28.62,66.71,3.44,5.23,1001.58,0,176.99
1673,35.83,61.94,12.4,0.0,911.87,0,75.62
1674,27.0,60.08,5.51,0.0,1031.3,0,119.31
1675,22.16,46.57,8.33,0.0,1778.54,0,122.29
1676,26.22,74.19,6.26,0.0,1242.48,0,143.46
1677,23.95,50.79,10.56,17.99,1871.36,0,130.86
1678,20.15,49.67,11.96,0.0,2021.9,0,102.78
1679,27.26,39.78,12.66,0.0,1599.96,0,189.77
1680,23.59,59.72,4.49,12.24,1068.69,0,54.47
1681,29.22,61.51,7.83,13.79,1496.98,0,109.92
1682,27.23,23.04,11.13,11.61,1827.83,0,124.2
1683,26.36,88.52,7.23,0.0,1484.0,0,163.47
1684,27.8,51.73,6.93,4.76,1313.81,0,205.04
1685,35.02,59.39,11.99,0.0,1209.73,0,80.74
1686,31.38,40.26,10.33,13.24,1431.51,0,55.46
1687,27.14,47.21,7.26,0.0,1293.95,0,65.82
1688,37.25,50.23,7.69,0.59,1367.26,0,88.75
1689,22.14,58.7,9.34,5.29,1816.84,0,129.34
1690,21.5,73.1,16.87,0.0,1962.97,0,128.25
1691,23.36,79.29,8.57,11.24,2272.26,0,186.04
1692,34.77,70.0,11.98,14.93,1164.4,0,112.5
1693,20.8,45.99,11.85,0.0,1397.58,0,141.86
1694,29.51,71.86,6.81,0.0,1981.44,0,188.35
1695,17.69,72.18,11.04,0.0,1666.69,0,144.57
1696,33.79,51.89,14.5,0.0,1724.22,0,196.01
1697,30.89,58.27,11.43,7.19,1552.34,0,109.1
1698,34.87,62.51,12.21,6.24,1583.11,0,123.02
1699,28.4,62.51,6.88,3.3,1782.17,0,96.65
1700,24.05,37.51,15.25,0.0,1046.82,0,121.1
1701,31.83,42.85,7.96,0.0,1207.44,0,20.08
1702,25.48,49.17,7.17,5.72,1533.37,0,125.04
1703,33.87,61.73,8.18,0.0,1566.25,0,89.52
1704,30.29,75.16,6.57,16.84,1673.5,0,149.68
1705,37.98,35.5,8.95,0.0,1837.3,0,98.73
1706,19.42,48.05,7.5,10.62,1245.65,0,150.22
1707,31.35,65.13,12.63,0.0,998.49,0,84.4
1708,20.87,91.78,5.12,0.0,1545.1,0,95.6
1709,34.2,69.35,5.0,0.0,1455.65,0,104.58
1710,34.76,68.51,11.95,1.05,1808.34,0,138.07
1711,24.46,81.88,13.93,22.4,1384.39,0,74.6
1712,28.25,45.24,8.0,0.45,1549.51,0,98.16
1713,26.67,43.43,8.59,0.0,1399.66,0,59.87
1714,36.8,68.97,8.35,0.8,1397.62,0,110.4
1715,31.3,48.9,10.25,10.95,2103.36,0,173.31
1716,38.15,67.92,6.12,8.17,1417.06,0,180.76
1717,26.9,69.02,9.62,3.13,1942.7,0,98.37
1718,25.1,53.23,10.18,10.02,1731.77,0,113.65
1719,28.13,72.07,0.0,0.0,1839.76,0,189.81
1720,20.46,66.15,10.89,0.0,1754.81,0,101.41
1721,26.78,61.15,9.78,16.84,1748.65,0,157.12
1722,35.28,56.03,9.08,0.76,1874.1,0,186.06
1723,34.25,66.73,12.63,0.0,1328.36,0,94.84
1724,26.16,56.51,8.86,12.8,1607.26,0,114.07
1725,35.7,46.58,13.61,13.39,1581.99,0,123.62
1726,21.47,58.37,11.42,0.0,1532.92,0,142.19
1727,28.05,85.84,6.9,0.0,957.5,0,143.06
1728,28.83,69.83,5.75,0.0,2074.58,0,55.15
1729,28.76,70.73,11.85,11.48,1663.33,0,119.11
1730,20.12,61.43,15.71,0.0,2220.93,0,99.0
1731,34.7,54.21,9.51,4.33,2104.42,0,128.26
1732,22.23,60.77,9.41,0.0,1461.28,0,73.16
1733,34.23,48.62,9.7,13.32,1392.02,0,134.76
1734,21.84,33.61,5.04,0.0,1484.42,0,135.13
1735,31.29,54.64,4.66,0.0,2025.98,0,45.38
1736,27.84,66.79,7.27,1.76,2377.39,0,103.45
1737,27.85,55.45,11.04,0.0,2128.47,0,135.7
1738,37.65,70.21,0.49,0.0,1401.01,0,139.15
1739,27.79,71.22,11.84,11.88,910.54,0,75.73
1740,25.7,74.89,11.07,5.98,1571.58,0,177.14
1741,34.87,40.95,6.38,0.0,1632.83,0,105.41
1742,32.06,61.05,6.67,0.96,2197.69,0,87.79
1743,27.95,56.06,13.59,6.26,1751.34,0,136.17
1744,25.89,75.44,10.55,19.45,1398.54,0,113.34
1745,26.94,62.95,9.34,5.38,1896.75,0,92.89
1746,35.74,62.56,7.88,5.88,1837.76,0,78.96
1747,26.51,52.43,15.59,14.19,1464.3,0,82.85
1748,23.04,58.19,8.29,0.0,1470.92,0,112.27
1749,32.98,81.67,9.44,14.15,1474.5,0,53.24
1750,30.06,48.27,14.19,5.11,1229.57,0,107.12
1751,28.62,88.58,18.79,0.0,1669.63,0,130.38
1752,28.56,75.84,12.82,0.0,1993.73,0,125.77
1753,29.04,87.67,3.68,10.63,1623.94,0,122.58
1754,30.51,50.76,13.71,0.0,1731.23,0,172.48
1755,29.99,40.43,11.11,0.0,1602.13,0,146.06
1756,24.19,83.83,13.29,0.0,1773.9,0,144.31
1757,21.28,44.23,7.59,0.0,1626.55,0,135.85
1758,27.99,52.31,12.87,0.0,1828.54,0,28.88
1759,28.63,36.12,5.98,0.33,1460.85,0,110.07
1760,28.24,58.68,8.38,8.22,1462.6,0,66.36
1761,27.38,67.37,16.28,0.0,2336.93,0,143.04
1762,19.62,67.34,11.4,0.0,2047.1,0,82.88
1763,27.49,96.01,8.19,0.0,1407.97,0,41.57
1764,25.1,54.45,11.09,0.0,1597.76,0,100.09
1765,22.47,51.66,5.86,6.46,2061.46,0,179.3
1766,29.38,76.41,11.6,0.0,1220.84,0,125.91
1767,14.1,67.78,6.72,0.0,1098.68,0,162.14
1768,34.27,52.66,12.47,0.0,2388.74,0,107.45
1769,16.6,72.9,10.72,0.0,1344.28,0,111.79
1770,31.11,50.12,9.3,0.0,1772.63,0,213.75
1771,28.82,42.85,8.91,16.49,1949.24,0,33.12
1772,32.78,38.3,10.39,0.0,1402.57,0,143.35
1773,24.87,61.2,8.8,16.76,1127.55,0,144.59
1774,25.33,68.05,18.23,4.75,1600.96,0,143.19
1775,33.85,60.67,8.99,0.0,1740.59,0,126.87
1776,31.74,58.24,14.88,7.31,770.94,0,136.66
1777,39.58,75.66,5.27,0.0,1389.05,0,170.93
1778,24.04,47.74,10.29,3.07,1110.43,0,90.13
1779,30.79,75.34,8.97,10.44,991.42,0,110.05
1780,24.65,53.59,13.1,0.0,998.59,0,118.27
1781,32.85,60.76,11.01,17.87,743.14,0,60.95
1782,30.95,58.13,14.87,8.44,1664.57,0,141.72
1783,23.73,50.36,11.76,22.52,1397.1,0,103.39
1784,27.42,43.19,9.0,0.0,1799.82,0,177.0
1785,30.72,70.26,2.79,13.9,1528.68,0,174.2
1786,25.29,59.01,7.64,0.0,1691.87,0,55.31
1787,43.54,69.87,11.15,0.0,2253.01,0,145.68
1788,22.74,49.91,4.36,12.59,1752.98,0,140.4
1789,23.44,68.42,5.66,0.0,1573.91,0,136.55
1790,22.74,51.9,15.55,8.69,1666.42,0,120.71
1791,27.6,49.03,2.27,8.18,912.84,0,89.06
1792,24.01,67.89,8.53,4.32,1905.99,0,80.01
1793,24.67,69.05,14.45,0.0,1582.13,0,149.96
1794,30.05,44.11,10.28,6.93,639.71,0,211.47
1795,31.05,75.32,13.37,0.0,2362.23,0,122.92
1796,23.85,65.16,9.71,6.1,1569.05,0,161.5
1797,30.8,53.78,5.06,9.14,898.08,0,164.18
1798,28.65,53.91,13.77,0.0,1604.4,0,133.08
1799,26.33,38.95,12.02,0.0,1319.34,0,132.63
1800,32.01,67.53,5.63,17.0,1626.93,0,166.81
1801,32.53,68.34,13.09,29.18,1413.06,0,81.43
1802,26.59,57.02,10.48,0.0,1368.35,0,92.31
1803,21.64,65.57,9.08,10.3,1212.09,0,119.79
1804,23.84,62.91,10.05,0.0,2156.41,0,117.14
1805,30.65,45.3,9.89,7.39,1342.36,0,103.07
1806,22.0,56.77,12.06,19.62,1200.86,0,99.78
1807,34.62,56.13,3.04,0.0,2026.33,0,50.42
1808,40.86,51.85,16.23,0.0,1794.73,0,101.99
1809,36.11,55.41,8.24,0.0,1846.15,0,119.45
1810,31.57,67.44,7.8,0.0,1610.06,0,116.15
1811,23.27,52.79,8.53,14.18,1963.18,0,55.89
1812,27.75,53.89,6.08,0.0,1504.55,0,148.48
1813,20.03,73.23,19.31,4.69,1234.86,0,249.43
1814,36.08,55.14,8.85,16.91,1909.17,0,120.76
1815,33.38,67.4,10.31,15.86,1766.18,0,108.96
1816,25.91,86.26,16.47,0.0,1513.4,0,61.41
1817,33.82,73.99,9.82,24.72,1643.19,0,86.8
1818,30.06,84.71,4.94,9.09,1691.06,0,186.35
1819,25.84,44.37,10.13,0.0,1740.29,0,155.07
1820,24.82,58.69,9.11,1.23,1467.41,0,93.92
1821,16.65,28.08,10.32,0.0,1408.46,0,110.88
1822,30.35,47.35,2.38,19.83,1206.43,0,92.21
1823,25.76,70.44,8.02,0.79,646.69,0,163.24
1824,30.16,85.19,8.43,10.95,1782.97,0,180.19
1825,19.74,82.26,16.12,0.0,1969.48,0,149.26
1826,30.64,91.12,13.88,0.0,1822.33,0,72.21
1827,24.64,52.37,13.38,5.56,1461.42,0,105.65
1828,28.92,92.42,8.43,0.0,2574.47,0,150.01
1829,25.53,28.05,9.68,0.0,1473.29,0,84.77
1830,34.48,52.67,5.36,0.0,1478.71,0,181.19
1831,18.53,54.54,15.56,0.0,1970.99,0,148.78
1832,23.3,62.62,9.51,1.69,1812.18,0,52.0
1833,29.38,32.83,10.65,11.58,993.0,0,126.57
1834,18.58,69.87,12.48,11.91,1961.83,0,78.39
1835,24.97,41.67,4.27,0.4,1748.17,0,145.7
1836,30.69,61.51,5.25,0.0,1446.26,0,135.79
1837,19.95,60.78,14.47,7.11,1919.26,0,134.58
1838,29.52,46.92,9.54,4.51,1599.61,0,133.7
1839,25.54,64.39,2.5,0.13,1279.99,0,76.85
1840,20.37,52.8,8.33,10.38,1452.22,0,115.97
1841,27.3,71.09,3.64,10.17,1569.9,0,70.94
1842,29.6,61.55,14.52,6.05,1652.25,0,82.31
1843,25.84,48.22,5.74,0.0,1739.91,0,158.33
1844,29.5,23.48,9.53,10.76,1277.21,0,74.65
1845,19.74,44.68,4.35,0.0,1620.86,0,103.51
1846,21.33,44.62,13.25,9.09,1239.66,0,124.42
1847,29.03,64.1,7.24,15.1,1774.61,0,80.87
1848,22.38,100.0,5.6,0.0,2343.01,0,132.74
1849,22.45,39.96,9.56,0.0,1951.72,0,86.41
1850,29.23,60.94,1.67,6.89,1592.03,0,112.13
1851,26.23,36.26,12.55,6.37,1609.61,0,125.68
1852,18.01,58.54,8.48,4.98,1581.8,0,103.29
1853,27.94,46.6,6.22,2.7,1997.71,0,157.67
1854,26.43,65.83,11.49,0.26,758.96,0,54.86
1855,24.47,51.79,11.51,15.17,1033.61,0,110.24
1856,42.6,78.42,5.57,0.0,655.99,0,99.22
1857,32.23,67.32,12.81,21.03,1785.4,0,132.17
1858,34.17,70.51,7.06,0.0,1476.69,0,72.58
1859,19.95,84.65,11.19,0.0,1483.0,0,96.03
1860,32.47,42.91,2.57,0.0,1812.51,0,126.51
1861,31.13,65.26,8.43,8.1,1640.12,0,94.08
1862,25.66,77.61,10.22,0.0,2196.48,0,98.29
1863,28.84,55.23,13.32,0.0,1052.7,0,118.37
1864,21.98,73.91,2.18,0.0,985.66,0,100.11
1865,25.3,51.84,6.94,18.06,1258.38,0,95.68
1866,30.78,55.09,10.34,0.0,1641.52,0,97.2
1867,29.77,63.48,12.46,23.37,1854.28,0,114.56
1868,28.71,64.49,11.85,0.0,1624.13,0,148.12
1869,21.59,47.04,6.38,0.0,1656.03,0,133.9
1870,20.08,81.5,11.87,5.24,2233.07,0,143.87
1871,27.72,69.39,8.61,0.73,1490.22,0,133.08
1872,20.59,54.98,2.73,0.0,1505.0,0,137.33
1873,23.97,60.15,5.08,19.47,1543.22,0,120.56
1874,21.97,58.7,13.85,15.75,400.0,0,122.14
1875,29.33,62.61,8.04,13.95,736.88,0,177.57
1876,28.77,38.29,16.31,4.99,1904.11,0,113.22
1877,28.8,52.36,7.11,0.0,1690.16,0,189.29
1878,27.82,46.31,5.47,17.87,1544.47,0,152.66
1879,21.84,57.43,8.85,16.11,1663.43,0,83.18
1880,28.15,60.11,6.01,0.0,1698.35,0,81.07
1881,23.0,69.73,3.84,0.0,2002.81,0,96.49
1882,18.83,68.49,14.85,2.86,1284.85,0,92.06
1883,20.51,70.01,1.67,0.0,1538.01,0,192.12
1884,21.93,58.33,11.79,0.0,1601.34,0,112.3
1885,30.9,45.22,7.72,1.75,1743.59,0,124.2
1886,20.96,57.27,0.42,7.72,2059.82,0,134.12
1887,28.86,64.74,12.28,0.0,934.78,0,144.5
1888,20.99,68.35,13.72,12.33,2294.11,0,122.17
1889,30.3,68.83,7.92,0.0,1745.91,0,102.87
1890,19.61,56.85,8.96,9.14,1408.78,0,55.2
1891,22.92,69.11,0.0,2.07,1679.96,0,117.52
1892,28.25,39.34,6.92,6.73,1547.46,0,87.57
1893,27.74,73.29,8.67,3.07,1509.21,0,136.14
1894,29.1,48.19,6.62,11.23,1618.52,0,114.17
1895,24.44,53.79,10.82,0.0,1369.1,0,125.69
1896,30.95,57.83,7.71,23.11,1224.23,0,116.6
1897,35.68,47.68,8.97,0.0,1277.95,0,187.9
1898,24.32,44.38,6.52,0.0,1010.92,0,124.33
1899,21.0,68.23,9.45,3.51,1951.61,0,174.34
1900,26.39,84.25,6.89,0.0,1359.95,0,89.64
1901,28.95,43.45,10.78,0.0,1759.72,0,183.56
1902,30.91,71.95,6.54,4.1,1702.02,0,157.57
1903,28.58,70.96,10.9,8.1,1287.34,0,113.62
1904,25.15,60.32,10.37,10.98,2342.54,0,104.61
1905,35.52,54.04,3.91,0.0,1885.02,0,102.57
1906,36.79,65.92,10.83,5.84,1525.03,0,140.88
1907,30.55,47.04,11.49,10.1,2033.49,0,123.57
1908,30.88,54.31,6.71,16.93,1118.07,0,166.01
1909,26.29,64.08,12.82,0.0,1458.19,0,117.25
1910,22.81,93.25,12.53,0.0,1291.63,0,23.11
1911,39.07,71.16,9.37,0.0,1783.99,0,129.6
1912,20.31,75.45,12.55,0.0,1525.81,0,156.83
1913,28.76,76.0,7.09,0.0,2029.24,0,139.22
1914,24.0,46.69,12.39,0.0,1446.17,0,103.05
1915,21.72,27.13,15.29,0.0,1589.64,0,67.28
1916,29.09,76.38,10.81,0.0,1492.48,0,113.71
1917,24.86,69.91,11.19,7.27,963.59,0,88.28
1918,24.63,72.42,11.0,11.0,2311.33,0,112.3
1919,16.72,43.13,7.74,22.33,2429.88,0,142.16
1920,28.72,67.08,3.65,15.84,1790.65,0,157.22
1921,32.74,44.18,6.06,11.15,740.17,0,35.5
1922,30.65,53.99,7.64,0.0,1616.18,0,56.02
1923,23.16,63.35,12.21,8.05,1830.83,0,102.35
1924,19.85,79.27,5.08,8.17,1207.59,0,131.81
1925,21.9,41.3,11.74,0.0,1730.2,0,96.19
1926,30.32,67.44,5.66,14.16,1974.78,0,116.31
1927,25.59,80.34,6.25,0.0,1806.23,0,147.88
1928,32.54,64.58,12.03,10.77,1735.68,0,111.87
1929,26.02,89.63,6.78,2.84,1398.2,0,189.93
1930,18.36,72.24,6.53,0.0,1615.26,0,215.77
1931,31.83,67.45,9.6,0.0,1947.89,0,140.85
1932,21.99,90.93,11.72,5.25,1627.66,0,97.78
1933,31.3,77.74,9.85,4.93,1740.1,0,94.53
1934,32.09,48.85,7.36,0.0,1547.08,0,107.99
1935,24.05,75.31,9.46,0.0,2181.9,0,144.97
1936,31.5,55.56,5.45,0.0,2184.1,0,207.47
1937,29.01,66.17,13.29,0.0,2039.33,0,139.81
1938,24.34,85.83,11.84,0.0,2037.52,0,89.58
1939,28.81,52.39,13.88,8.57,1431.25,0,101.73
1940,30.39,57.31,11.41,0.0,1200.07,0,125.82
1941,33.82,87.2,6.81,1.53,1302.49,0,170.53
1942,24.52,49.15,13.25,0.0,1666.72,0,129.72
1943,19.11,81.49,13.11,0.0,1736.23,0,114.28
1944,31.9,58.81,7.07,9.49,1720.29,0,49.4
1945,24.74,57.16,6.7,0.0,1694.92,0,118.83
1946,29.16,32.4,13.71,0.0,856.96,0,113.67
1947,32.32,41.06,6.53,2.17,1659.97,0,97.7
1948,20.6,58.41,6.3,0.0,1847.26,0,129.39
1949,28.89,71.22,7.94,17.9,444.23,0,188.11
1950,34.28,54.08,10.05,13.8,1534.64,0,100.01
1951,36.25,69.37,6.73,0.0,1346.04,0,108.77
1952,27.68,63.44,9.36,5.46,1224.07,0,123.91
1953,28.14,37.33,12.56,0.0,1094.83,0,128.0
1954,32.27,49.72,13.16,0.0,955.47,0,169.75
1955,21.32,64.19,14.09,10.45,738.22,0,94.63
1956,26.74,58.02,13.97,9.35,913.36,0,80.26
1957,32.92,32.72,11.28,1.29,1842.05,0,199.87
1958,19.54,20.73,7.94,0.0,2105.82,0,152.15
1959,28.54,59.02,11.77,3.37,976.86,0,125.72
1960,20.6,48.26,11.05,6.03,1337.12,0,126.31
1961,34.82,73.46,5.67,9.74,977.0,0,96.33
1962,25.32,54.66,15.15,1.68,1648.71,0,133.36
1963,25.89,53.68,6.69,13.62,781.48,0,108.15
1964,23.3,63.41,8.56,0.0,1354.1,0,142.34
1965,21.59,94.17,13.23,0.0,1582.06,0,38.94
1966,14.49,68.58,10.53,0.0,1587.66,0,162.12
1967,36.3,45.98,14.48,0.0,1710.86,0,127.43
1968,23.68,58.9,6.37,2.48,1597.64,0,99.43
1969,34.31,77.16,9.47,0.0,2081.72,0,93.92
1970,29.75,42.6,5.1,0.0,869.64,0,110.86
1971,24.17,46.83,10.28,19.42,1455.15,0,175.93
1972,35.4,71.56,8.77,24.28,2261.98,0,183.26
1973,28.46,68.61,1.87,21.29,773.68,0,122.0
1974,29.97,46.74,11.76,0.0,1491.99,0,102.82
1975,22.65,53.39,10.52,16.61,2036.45,0,73.83
1976,33.11,72.46,9.52,0.0,2424.44,0,47.47
1977,37.68,47.42,11.79,0.0,1765.96,0,151.49
1978,26.29,52.37,8.65,10.61,1648.62,0,127.77
1979,22.42,69.78,9.62,0.0,1875.1,0,107.93
1980,26.94,32.58,11.78,1.32,1652.27,0,78.65
1981,29.33,94.4,8.8,0.73,1394.11,0,158.72
1982,30.1,64.64,18.87,2.64,1417.14,0,85.81
1983,21.51,26.6,12.46,9.78,2096.54,0,111.06
1984,30.06,78.18,2.24,16.45,1169.09,0,119.75
1985,27.82,30.29,0.14,0.0,1238.99,0,139.61
1986,28.85,53.95,16.51,4.91,1760.81,0,113.22
1987,19.36,69.28,19.74,1.36,1468.2,0,106.27
1988,26.82,37.64,7.54,0.0,1500.22,0,111.8
1989,27.2,65.71,1.46,3.47,1500.77,0,129.33
1990,29.39,49.36,15.93,10.68,1772.48,0,127.29
1991,20.28,69.97,9.46,7.12,2104.43,0,86.7
1992,30.73,58.51,4.25,8.88,2235.6,0,106.55
1993,32.14,49.0,2.2,2.18,1188.36,0,69.01
1994,28.34,53.87,8.28,15.78,2085.54,0,118.96
1995,34.54,50.7,9.2,0.21,978.59,0,146.69
1996,27.94,40.63,11.06,9.07,1982.83,0,115.8
1997,26.32,62.76,4.28,0.0,1595.92,0,94.13
1998,25.62,46.89,5.43,0.0,1102.17,0,105.36
1999,29.34,65.55,7.61,0.0,2233.99,0,129.73
2000,30.99,54.16,7.33,7.2,1431.67,0,137.73
2001,29.68,56.19,6.05,7.93,1337.29,0,150.37
2002,24.92,47.87,7.55,9.21,1847.66,0,93.82
2003,33.16,55.28,12.78,15.81,1799.69,0,62.7
2004,27.89,31.08,5.56,0.0,1229.34,0,71.81
2005,22.38,77.5,16.96,3.13,1300.94,0,39.25
2006,25.5,66.82,13.11,0.0,1708.63,0,100.92
2007,28.78,60.56,11.45,0.08,654.39,0,169.54
2008,36.61,68.09,13.61,7.26,1885.67,0,131.42
2009,20.51,100.0,9.47,0.0,1774.08,0,170.66
2010,31.37,29.58,8.8,19.15,1009.6,0,175.36
2011,23.95,74.85,10.94,0.0,1313.38,0,52.22
2012,28.5,74.31,5.81,0.0,1656.74,0,115.16
2013,29.35,58.74,14.75,13.0,695.28,0,110.77
2014,23.96,54.04,12.4,4.51,1729.1,0,54.94
2015,33.2,34.67,1.57,14.22,2015.1,0,112.55
2016,33.81,56.49,9.34,0.38,1636.53,0,99.34
2017,38.31,48.81,9.1,0.0,1197.44,0,60.33
2018,29.0,44.03,11.38,0.0,1657.2,0,111.86
2019,33.02,66.46,8.94,0.0,1276.55,0,149.79
2020,31.82,49.44,1.94,8.86,719.49,0,145.27
2021,17.04,60.34,7.17,10.66,1397.47,0,131.28
2022,24.16,45.42,8.81,8.34,1643.85,0,91.28
2023,24.7,77.06,5.24,0.0,2006.16,0,48.04
2024,19.63,71.64,11.69,0.0,1250.11,0,21.54
2025,28.22,55.31,7.78,8.31,1532.46,0,113.97
2026,40.16,82.82,8.42,1.86,1097.49,0,71.25
2027,31.46,41.46,11.06,0.0,705.62,0,112.7
2028,37.43,10.0,5.97,0.0,1283.29,0,87.19
2029,26.16,67.57,13.45,0.0,989.37,0,124.33
2030,22.77,35.69,4.97,0.0,854.29,0,223.26
2031,31.57,34.52,12.89,5.45,823.29,0,88.39
2032,23.83,55.95,8.28,15.63,784.9,0,192.34
2033,31.16,46.95,14.29,0.0,1238.42,0,100.59
2034,27.16,73.51,7.83,2.28,1322.58,0,49.54
2035,34.23,45.41,7.87,21.36,1728.81,0,47.03
2036,38.18,54.39,15.16,3.01,1121.28,0,175.64
2037,28.12,66.8,10.78,5.29,1788.71,0,46.57
2038,28.37,100.0,17.57,0.0,1516.76,0,76.92
2039,31.78,59.61,17.13,19.99,1176.78,0,138.73
2040,27.83,82.97,11.98,9.34,491.89,0,161.7
2041,30.86,71.96,10.15,0.0,1595.71,0,156.58
2042,31.09,56.31,3.84,1.28,1313.08,0,150.2
2043,29.63,47.46,8.8,8.46,1203.17,0,137.45
2044,21.42,68.1,13.13,13.24,1802.43,0,138.02
2045,37.5,61.54,11.54,0.0,1603.13,0,76.32
2046,38.17,58.76,10.44,0.0,1680.94,0,143.29
2047,29.96,53.43,8.01,0.0,1565.14,0,121.05
2048,31.92,86.28,8.78,4.36,1606.53,0,150.79
2049,20.17,69.18,7.07,0.0,1113.11,0,88.26
2050,25.08,43.78,3.3,1.86,1334.28,0,97.39
2051,27.99,76.14,0.0,12.35,1945.99,0,74.57
2052,29.65,58.16,12.03,13.28,813.89,0,194.8
2053,32.37,65.51,8.92,6.7,1826.97,0,112.77
2054,29.21,57.52,17.2,8.28,2238.32,0,135.96
2055,30.23,64.71,16.28,0.0,1643.98,0,69.67
2056,33.76,51.51,9.72,0.0,1894.48,0,153.28
2057,26.85,73.83,8.98,8.39,1909.51,0,69.68
2058,27.73,68.89,6.74,0.0,1647.8,0,95.76
2059,30.1,63.53,5.48,5.82,1780.96,0,136.88
2060,33.56,53.85,7.84,0.0,1078.39,0,52.53
2061,29.35,81.5,12.42,23.25,1569.35,0,103.92
2062,27.35,71.92,3.01,3.35,1780.3,0,151.24
2063,33.37,52.92,9.03,9.74,1602.09,0,166.53
2064,24.65,39.6,4.2,10.16,1887.47,0,161.6
2065,27.58,67.92,11.41,0.0,691.47,0,33.59
2066,42.43,74.8,9.64,11.53,1807.34,0,159.04
2067,40.51,46.64,13.18,6.83,1752.21,0,152.41
2068,28.94,60.17,10.26,4.46,1057.47,0,56.31
2069,25.2,61.67,10.18,11.43,1574.67,0,170.62
2070,29.36,59.55,12.4,0.0,1634.88,0,169.76
2071,26.29,72.18,7.97,14.05,1804.35,0,103.17
2072,21.27,66.6,13.96,20.45,1746.64,0,123.95
2073,37.03,72.83,3.86,0.0,2043.72,0,87.78
2074,26.97,78.53,9.46,3.56,1219.27,0,142.86
2075,23.94,81.04,8.04,7.24,1095.83,0,107.4
2076,24.08,80.4,6.07,0.0,1988.57,0,108.8
2077,27.09,70.35,8.08,7.57,1327.32,0,122.25
2078,31.21,79.58,14.03,14.98,1413.3,0,134.58
2079,35.57,87.88,8.74,0.0,1586.8,0,162.69
2080,27.96,74.29,13.28,9.22,2013.27,0,94.25
2081,35.57,53.7,9.63,0.0,1798.61,0,158.1
2082,22.0,56.58,0.0,16.67,1106.9,0,183.84
2083,24.01,51.03,7.35,3.89,1379.88,0,20.0
2084,31.15,57.37,11.64,18.31,1176.09,0,148.8
2085,21.41,81.32,12.62,0.0,1294.65,0,181.05
2086,26.57,73.68,6.11,3.1,1908.5,0,127.43
2087,27.92,70.14,8.38,4.62,1632.96,0,148.22
2088,29.37,59.92,19.3,0.0,1515.69,0,124.49
2089,21.59,40.41,6.22,3.61,2248.58,0,137.57
2090,30.08,74.57,8.91,0.0,1272.38,0,62.72
2091,26.6,55.65,7.82,4.95,1896.71,0,112.06
2092,32.75,38.92,4.1,1.06,1146.17,0,154.77
2093,25.1,54.19,15.73,11.98,1661.58,0,131.97
2094,27.35,54.41,11.13,0.0,1251.87,0,105.97
2095,14.15,44.87,3.87,0.0,1838.67,0,138.19
2096,29.75,69.98,13.89,6.86,1365.09,0,111.59
2097,27.74,66.89,5.95,5.75,1011.62,0,71.58
2098,34.66,65.19,6.0,10.06,1784.04,0,105.94
2099,21.65,66.7,12.66,19.19,1718.25,0,171.43
2100,25.57,53.78,5.92,0.0,1248.71,0,128.76
2101,31.83,52.79,9.96,10.84,1638.2,0,99.13
2102,23.95,72.58,11.11,0.0,1584.56,0,136.42
2103,27.58,35.88,12.88,12.24,1441.95,0,129.07
2104,34.59,87.55,11.75,0.0,1392.91,0,137.16
2105,22.54,39.8,10.95,0.0,2279.02,0,113.44
2106,21.85,54.89,8.27,7.46,499.87,0,167.7
2107,28.85,37.87,9.01,12.59,1780.3,0,54.81
2108,26.27,50.17,11.64,0.0,1978.48,0,106.69
2109,20.79,87.17,11.89,0.0,1665.21,0,144.59
2110,22.84,70.63,9.86,0.0,1059.59,0,115.16
2111,24.5,59.97,12.34,0.0,1630.3,0,103.44
2112,26.2,62.77,12.04,11.74,2063.83,0,63.42
2113,22.64,45.42,6.69,0.0,1033.2,0,66.13
