sample_id,crop_yield_last_year,current_stock_level,supply_chain_efficiency,import_dependency
21577,71,99,71,17
21578,90,94,59,37
21579,78,75,68,20
21580,91,93,69,29
21581,57,62,54,9
21582,81,46,53,27
21583,76,43,85,25
21584,76,51,80,5
21585,73,64,82,33
21586,87,25,62,36
21587,91,98,97,6
21588,89,79,90,25
21589,85,29,87,11
21590,88,37,93,6
21591,93,96,70,25
21592,104,69,74,11
21593,80,49,88,5
21594,72,22,89,8
21595,85,43,100,6
21596,79,28,74,7
21597,51,39,95,35
21598,89,68,96,18
21599,108,52,75,15
21600,109,39,69,31
21601,96,41,52,34
21602,62,86,78,33
21603,58,92,71,27
21604,78,80,60,9
21605,106,55,72,26
21606,77,62,90,6
21607,74,34,97,38
21608,60,59,52,17
21609,67,69,74,9
21610,56,79,77,12
21611,110,94,50,13
21612,55,49,63,35
21613,76,20,90,7
21614,64,56,53,35
21615,88,100,85,26
21616,68,41,96,11
21617,55,72,70,15
21618,63,85,52,11
21619,96,69,62,34
21620,69,22,76,30
21621,91,44,82,30
21622,68,25,99,16
21623,75,40,54,21
21624,99,93,96,37
21625,95,98,82,26
21626,98,93,65,35
21627,82,63,60,40
21628,56,41,58,9
21629,88,43,85,7
21630,103,83,74,29
21631,102,85,66,12
21632,102,87,59,23
21633,87,35,70,39
21634,74,31,75,16
21635,94,35,89,9
21636,69,80,86,22
21637,66,99,84,29
21638,88,88,97,6
21639,66,86,79,37
21640,74,78,61,25
21641,51,74,51,23
21642,65,95,59,25
21643,86,25,82,25
21644,70,88,70,36
21645,77,29,54,39
21646,83,49,99,34
21647,91,82,72,25
21648,92,49,81,29
21649,105,39,82,8
21650,62,76,86,5
21651,103,36,60,33
21652,90,30,61,16
21653,100,64,79,6
21654,92,98,83,7
21655,104,56,94,33
21656,52,35,56,38
21657,97,67,69,21
21658,84,61,98,11
21659,58,25,72,32
21660,81,79,70,15
21661,96,68,77,31
21662,99,89,61,23
21663,77,55,90,5
21664,82,82,75,8
21665,100,77,87,10
21666,90,51,91,10
21667,84,78,70,10
21668,87,87,84,17
21669,81,89,96,25
21670,63,44,70,10
21671,90,50,53,24
21672,96,27,94,24
21673,92,91,94,25
21674,91,21,77,22
21675,93,68,81,27
21676,98,44,81,18
21677,94,80,51,13
21678,82,96,72,31
21679,103,52,65,28
21680,108,53,81,15
21681,77,66,74,19
21682,67,70,80,23
21683,53,65,68,27
21684,88,63,88,5
21685,88,59,78,5
21686,70,45,64,8
21687,74,89,96,35
21688,62,63,98,28
21689,109,77,71,30
21690,100,47,52,18
21691,71,59,80,18
21692,86,71,96,35
21693,101,59,81,31
21694,92,67,87,21
21695,95,75,86,35
21696,79,75,51,11
21697,57,78,52,36
21698,56,91,72,23
21699,75,85,57,15
21700,82,20,93,26
21701,105,40,51,18
21702,89,69,99,20
21703,106,46,80,17
21704,73,84,62,34
21705,94,46,93,30
21706,98,27,74,12
21707,73,66,61,39
21708,62,86,74,14
21709,84,84,71,14
21710,60,45,82,22
21711,52,78,59,13
21712,77,23,56,35
21713,78,82,69,22
21714,66,85,94,40
21715,74,77,77,11
21716,60,94,78,33
21717,67,36,60,17
21718,85,98,72,27
21719,63,32,51,11
21720,63,86,52,21
21721,65,96,90,17
21722,54,91,94,31
21723,91,56,88,5
21724,106,70,60,35
21725,67,76,60,19
21726,66,51,65,13
21727,76,94,68,37
21728,65,70,62,22
21729,98,46,91,11
21730,76,46,80,18
21731,109,67,75,23
21732,64,99,88,12
21733,57,52,85,28
21734,69,69,96,40
21735,91,88,52,10
21736,106,86,67,27
21737,60,64,62,18
21738,84,48,99,24
21739,77,100,97,30
21740,103,30,72,38
21741,109,50,82,34
21742,58,95,89,10
21743,108,27,76,34
21744,108,33,98,15
21745,84,96,99,22
21746,100,40,62,13
21747,82,98,67,35
21748,71,90,83,21
21749,73,83,50,24
21750,59,65,87,13
21751,88,26,77,10
21752,73,34,97,21
21753,80,20,86,12
21754,72,56,98,5
21755,66,59,92,25
21756,83,67,93,6
21757,101,89,96,13
21758,55,68,98,35
21759,70,80,50,8
21760,81,75,76,22
21761,108,59,66,36
21762,55,58,64,37
21763,53,56,98,9
21764,60,58,55,5
21765,107,33,73,12
21766,62,42,57,17
21767,106,42,84,29
21768,105,92,56,33
21769,78,71,70,30
21770,108,56,50,33
21771,66,35,96,38
21772,105,38,97,21
21773,60,80,84,17
21774,107,31,89,31
21775,76,25,71,39
21776,104,47,58,14
21777,109,100,53,39
21778,66,21,55,15
21779,69,67,85,18
21780,109,31,92,33
21781,69,75,75,13
21782,76,39,75,22
21783,92,97,59,32
21784,79,68,70,32
21785,76,96,87,18
21786,79,68,89,21
21787,80,63,75,26
21788,106,44,88,20
21789,70,22,66,39
21790,69,65,63,32
21791,102,23,64,6
21792,93,80,95,17
21793,99,53,51,12
21794,74,38,63,18
21795,87,83,61,36
21796,75,56,88,9
21797,76,20,94,33
21798,96,57,66,10
21799,71,37,72,19
21800,73,83,63,8
21801,84,28,86,30
21802,110,62,61,6
21803,59,76,64,8
21804,75,41,69,21
21805,60,69,52,25
21806,76,56,99,7
21807,108,54,78,21
21808,110,96,87,16
21809,63,70,65,33
21810,98,61,85,19
21811,70,93,69,19
21812,56,24,68,13
21813,57,81,78,12
21814,110,46,99,11
21815,109,63,60,37
21816,108,46,99,32
21817,86,52,51,22
21818,79,42,81,17
21819,63,29,66,16
21820,96,82,99,6
21821,87,57,99,31
21822,88,46,74,31
21823,97,56,98,8
21824,64,59,82,15
21825,90,76,100,20
21826,70,97,75,6
21827,59,40,96,27
21828,82,23,96,32
21829,54,69,95,9
21830,107,65,99,5
21831,99,61,81,29
21832,72,68,97,28
21833,67,84,63,7
21834,92,85,63,8
21835,53,93,78,20
21836,96,49,85,9
21837,79,53,96,20
21838,70,64,73,38
21839,96,49,94,17
21840,90,20,72,30
21841,101,31,96,31
21842,67,81,97,36
21843,95,26,81,32
21844,103,58,84,29
21845,73,39,99,39
21846,110,72,73,19
21847,74,64,96,38
21848,100,57,90,18
21849,51,54,96,13
21850,52,39,85,31
21851,108,67,95,26
21852,87,59,80,28
21853,109,100,56,15
21854,80,58,67,25
21855,90,51,91,24
21856,98,34,83,35
21857,67,78,78,29
21858,79,74,62,30
21859,68,55,94,18
21860,55,78,86,24
21861,98,34,72,8
21862,67,70,73,36
21863,80,48,86,14
21864,53,66,72,16
21865,80,52,63,8
21866,62,32,55,24
21867,88,71,78,18
21868,97,37,91,35
21869,52,66,79,24
21870,88,58,69,22
21871,95,40,67,25
21872,62,28,94,25
21873,103,95,87,18
21874,95,82,78,25
21875,51,37,74,6
21876,63,71,78,22
21877,73,59,92,17
21878,55,22,96,25
21879,95,62,75,5
21880,104,32,84,35
21881,85,73,79,29
21882,75,53,61,37
21883,98,74,52,5
21884,57,52,71,40
21885,76,95,64,10
21886,55,20,93,10
21887,107,93,86,15
21888,92,60,90,21
21889,69,62,89,40
21890,50,26,53,35
21891,84,91,76,14
21892,80,61,94,13
21893,109,51,54,20
21894,83,95,80,25
21895,87,24,91,17
21896,70,94,96,35
21897,52,100,56,40
21898,69,60,52,8
21899,104,44,66,14
21900,52,47,86,40
21901,55,51,93,36
21902,60,25,78,31
21903,106,34,51,22
21904,96,52,96,36
21905,63,84,95,15
21906,70,91,73,15
21907,95,78,96,30
21908,110,85,94,37
21909,93,65,76,6
21910,88,22,65,33
21911,81,97,70,14
21912,101,47,56,25
21913,86,91,52,25
21914,105,94,59,20
21915,108,83,68,8
21916,100,41,78,25
21917,67,71,63,28
21918,89,98,66,27
21919,103,46,51,11
21920,58,28,91,30
21921,78,47,61,8
21922,74,95,84,14
21923,70,67,74,27
21924,67,33,54,22
21925,107,60,87,19
21926,57,54,52,24
21927,50,65,68,19
21928,91,51,50,21
21929,102,51,55,38
21930,102,40,50,18
21931,78,31,74,39
21932,79,78,68,38
21933,74,42,96,39
21934,51,51,59,32
21935,51,81,62,18
21936,109,31,63,7
21937,66,41,74,28
21938,59,98,65,5
21939,89,97,78,14
21940,78,39,84,39
21941,57,52,74,8
21942,81,31,67,7
21943,86,74,95,11
21944,103,86,62,26
21945,99,89,61,23
21946,105,36,85,17
21947,54,40,66,20
21948,50,81,75,12
21949,55,95,99,6
21950,73,75,92,8
21951,54,58,63,8
21952,55,85,100,33
21953,92,36,85,40
21954,82,74,61,32
21955,105,100,50,22
21956,101,40,93,23
21957,74,83,88,29
21958,103,31,95,22
21959,109,72,85,13
21960,55,32,97,14
21961,67,79,84,15
21962,89,26,68,40
21963,75,94,70,32
21964,99,99,76,31
21965,102,40,77,27
21966,95,21,72,24
21967,92,56,72,33
21968,76,21,99,15
21969,83,44,100,6
21970,84,25,100,6
21971,51,66,61,13
21972,60,57,100,18
21973,94,90,65,31
21974,61,94,51,26
21975,79,76,50,12
21976,61,70,63,10
21977,81,28,78,31
21978,55,73,86,36
21979,108,97,50,10
21980,85,34,96,37
21981,102,99,54,21
21982,85,38,51,37
21983,97,88,62,11
21984,69,41,87,19
21985,64,22,52,20
21986,58,46,70,7
21987,97,21,91,27
21988,89,44,69,24
21989,100,69,92,5
21990,75,22,63,24
21991,95,79,87,38
21992,63,93,92,21
21993,101,93,54,13
21994,96,96,93,12
21995,66,83,53,21
21996,53,44,68,12
21997,104,55,78,19
21998,66,92,63,19
21999,80,78,80,11
22000,50,48,50,28
22001,106,24,96,16
22002,102,86,62,33
22003,103,87,96,24
22004,56,94,75,7
22005,102,26,90,36
22006,54,26,57,24
22007,68,56,92,31
22008,60,36,73,35
22009,104,48,74,12
22010,66,45,71,25
22011,73,66,54,25
22012,70,20,72,30
22013,107,59,100,20
22014,110,56,62,24
22015,66,89,96,22
22016,75,35,71,17
22017,57,33,58,30
22018,86,24,62,30
22019,96,94,56,37
22020,103,74,56,32
22021,88,99,98,28
22022,82,95,69,9
22023,55,45,54,10
22024,56,60,93,18
22025,73,73,56,29
22026,94,73,83,6
22027,106,34,99,28
22028,55,51,85,25
22029,56,100,72,21
22030,70,59,72,32
22031,55,39,73,39
22032,51,97,53,26
22033,51,75,100,14
22034,102,79,100,18
22035,81,37,69,8
22036,65,62,93,20
22037,108,23,73,37
22038,69,36,94,32
22039,59,63,76,16
22040,78,93,72,34
22041,66,47,100,37
22042,86,91,79,6
22043,65,58,51,5
22044,110,70,97,25
22045,106,71,92,39
22046,78,50,92,5
22047,99,93,100,31
22048,86,36,54,23
22049,56,76,54,33
22050,107,69,50,8
22051,78,51,85,17
22052,63,69,90,25
22053,66,31,78,10
22054,59,26,62,36
22055,80,32,53,38
22056,77,41,79,34
22057,67,58,93,26
22058,67,70,92,27
22059,74,100,68,19
22060,74,71,74,30
22061,55,39,77,23
22062,67,49,81,31
22063,109,79,68,14
22064,89,38,83,35
22065,102,52,70,12
22066,92,95,51,17
22067,72,89,55,19
22068,62,54,68,40
22069,75,68,54,25
22070,86,32,86,31
22071,51,31,74,31
22072,81,63,97,39
22073,60,53,52,30
22074,109,80,94,30
22075,103,57,98,21
22076,66,56,87,18
22077,63,88,94,31
22078,69,77,94,20
22079,95,42,63,5
22080,55,44,86,32
22081,73,37,52,20
22082,53,84,98,35
22083,74,55,76,18
22084,107,43,77,22
22085,84,29,78,38
22086,62,75,67,39
22087,62,97,53,36
22088,87,56,96,26
22089,57,30,54,9
22090,61,79,98,33
22091,102,71,100,38
22092,99,46,62,39
22093,101,74,64,5
22094,98,45,82,9
22095,75,25,63,18
22096,100,70,85,13
22097,83,75,64,18
22098,93,93,71,9
22099,106,61,73,25
22100,99,69,98,36
22101,103,60,64,27
22102,69,92,57,35
22103,71,47,90,38
22104,90,95,80,8
22105,107,80,77,6
22106,77,67,72,28
22107,52,45,93,32
22108,85,35,74,11
22109,107,27,85,8
22110,94,24,86,22
22111,61,100,64,14
22112,103,46,63,8
22113,64,89,75,22
22114,78,31,77,6
22115,84,67,94,28
22116,74,55,98,8
22117,86,94,89,11
22118,79,26,57,36
22119,106,76,73,5
22120,54,91,99,31
22121,91,70,60,37
22122,83,56,62,31
22123,71,42,62,5
22124,54,70,96,37
22125,98,51,86,21
22126,108,32,56,29
22127,106,46,98,38
22128,98,96,55,39
22129,75,64,58,33
22130,81,50,83,32
22131,59,88,53,16
22132,64,21,61,7
22133,103,84,99,5
22134,105,52,67,6
22135,82,48,88,13
22136,105,62,70,23
22137,109,26,62,27
22138,99,96,75,39
22139,69,54,82,18
22140,53,26,85,10
22141,105,75,96,22
22142,91,28,100,9
22143,58,85,85,34
22144,83,86,74,9
22145,77,39,76,25
22146,56,67,69,37
22147,66,90,76,9
22148,93,23,73,33
22149,83,23,94,15
22150,78,46,100,9
22151,110,22,87,18
22152,106,28,55,14
22153,74,97,57,10
22154,98,68,100,14
22155,90,27,91,39
22156,106,62,65,13
22157,82,45,89,5
22158,63,86,81,40
22159,110,20,61,40
22160,78,44,100,27
22161,96,29,79,11
22162,67,41,76,29
22163,104,56,71,32
22164,75,44,90,36
22165,71,89,66,29
22166,84,88,78,12
22167,61,40,57,36
22168,58,78,83,29
22169,101,48,100,39
22170,102,20,89,28
22171,71,74,63,27
22172,58,45,91,15
22173,96,88,96,27
22174,100,87,85,15
22175,77,38,90,18
22176,107,74,52,11
22177,51,70,66,16
22178,54,27,68,13
22179,88,56,87,24
22180,110,93,71,28
22181,98,24,83,25
22182,58,78,58,12
22183,77,91,83,33
22184,72,42,77,28
22185,66,25,85,39
22186,98,77,75,11
22187,73,26,50,20
22188,87,35,76,18
22189,60,72,78,39
22190,53,37,99,7
22191,76,32,89,21
22192,102,44,81,18
22193,58,35,89,30
22194,105,47,85,40
22195,73,74,91,9
22196,78,24,61,18
22197,86,82,67,27
22198,90,46,50,9
22199,83,69,75,40
22200,108,69,69,19
22201,61,62,83,26
22202,68,65,67,7
22203,108,53,96,14
22204,95,59,58,36
22205,95,45,55,38
22206,81,45,55,21
22207,79,54,73,24
22208,59,90,74,7
22209,76,35,88,39
22210,60,49,62,23
22211,55,57,51,29
22212,70,61,60,32
22213,52,72,84,9
22214,78,86,98,23
22215,84,58,92,27
22216,92,27,80,26
22217,53,32,98,14
22218,95,38,93,30
22219,74,21,95,16
22220,98,74,62,19
22221,99,56,100,37
22222,97,93,72,9
22223,109,28,67,17
22224,95,50,76,21
22225,93,21,69,40
22226,96,20,53,24
22227,107,61,90,25
22228,72,64,77,34
22229,66,48,65,28
22230,75,55,82,23
22231,78,42,98,13
22232,64,35,96,13
22233,81,38,85,40
22234,85,68,52,25
22235,78,68,71,30
22236,66,93,96,31
22237,60,26,83,27
22238,62,28,60,24
22239,86,28,92,28
22240,57,33,54,26
22241,53,65,50,40
22242,81,79,70,32
22243,79,60,91,31
22244,74,68,54,32
22245,63,98,56,32
22246,53,97,76,9
22247,108,62,99,6
22248,72,79,83,13
22249,110,58,92,33
22250,81,65,52,12
22251,86,23,73,28
22252,91,91,86,14
22253,82,64,71,31
22254,53,76,92,30
22255,79,50,75,9
22256,72,90,91,19
22257,85,60,92,6
22258,98,64,52,27
22259,67,70,70,30
22260,96,46,59,9
22261,92,89,86,8
22262,59,43,51,14
22263,74,57,91,31
22264,61,94,76,8
22265,92,34,68,16
22266,106,75,85,18
22267,55,63,99,21
22268,105,44,69,26
22269,84,39,84,17
22270,66,47,55,8
22271,109,27,75,36
22272,94,41,82,6
22273,65,54,97,8
22274,109,77,77,6
22275,69,38,55,22
22276,67,86,61,40
22277,54,96,84,5
22278,59,72,95,19
22279,62,24,78,9
22280,107,60,59,28
22281,92,39,90,6
22282,53,39,77,9
22283,52,23,54,37
22284,95,72,96,8
22285,53,72,79,26
22286,66,24,84,26
22287,104,100,97,13
22288,98,58,71,30
22289,68,89,66,21
22290,102,29,76,27
22291,76,65,61,39
22292,78,87,65,32
22293,60,92,90,37
22294,67,86,74,40
22295,106,28,54,14
22296,84,30,82,37
22297,104,95,98,14
22298,60,53,70,15
22299,101,25,72,11
22300,78,54,55,10
22301,52,95,68,20
22302,68,28,54,6
22303,83,86,85,34
22304,72,49,87,35
22305,52,67,100,10
22306,57,61,68,30
22307,57,56,86,24
22308,64,51,79,25
22309,84,70,96,21
22310,108,100,56,24
22311,99,71,69,37
22312,54,91,95,9
22313,85,47,59,37
22314,102,88,84,27
22315,73,28,73,36
22316,94,82,100,6
22317,105,37,82,27
22318,99,28,77,21
22319,67,97,83,10
22320,58,78,62,23
22321,82,85,58,7
22322,106,72,59,29
22323,51,43,83,30
22324,96,35,78,6
22325,77,40,81,24
22326,55,70,55,13
22327,63,93,52,32
22328,87,36,87,30
22329,76,100,50,22
22330,105,47,85,11
22331,60,37,78,32
22332,56,22,55,14
22333,76,31,93,18
22334,59,51,68,5
22335,74,31,86,40
22336,70,57,79,13
22337,56,58,52,6
22338,50,93,86,7
22339,95,68,99,24
22340,63,94,53,38
22341,94,22,74,34
22342,68,46,65,19
22343,59,72,58,28
22344,105,28,100,27
22345,60,77,53,32
22346,107,50,94,31
22347,57,93,74,17
22348,110,50,82,37
22349,62,69,98,15
22350,52,42,54,39
22351,89,35,58,12
22352,62,85,97,24
22353,108,45,74,28
22354,99,84,69,40
22355,54,40,78,35
22356,79,59,58,23
22357,58,81,50,36
22358,96,38,81,6
22359,52,25,60,10
22360,74,81,84,17
22361,78,43,79,8
22362,98,63,78,9
22363,110,45,83,31
22364,80,23,77,35
22365,74,80,68,37
22366,56,52,95,14
22367,96,41,60,13
22368,83,75,68,26
22369,102,94,69,6
22370,89,69,68,35
22371,54,85,94,24
22372,110,87,55,10
22373,89,100,72,10
22374,76,75,74,25
22375,99,63,87,33
22376,101,31,82,18
22377,70,85,54,24
22378,59,54,66,19
22379,109,85,53,25
22380,109,29,58,40
22381,84,66,68,29
22382,102,30,89,24
22383,87,64,67,5
22384,99,48,77,40
22385,100,82,60,19
22386,61,72,61,33
22387,93,89,72,18
22388,56,67,80,31
22389,86,81,52,5
22390,72,40,66,30
22391,94,59,76,5
22392,65,75,66,35
22393,96,64,76,9
22394,92,96,61,23
22395,73,36,91,8
22396,76,85,78,17
22397,87,27,57,11
22398,97,70,95,31
22399,55,83,87,22
22400,108,79,52,40
22401,89,95,94,9
22402,88,76,55,10
22403,105,73,84,23
22404,60,46,70,10
22405,98,41,64,28
22406,76,68,60,25
22407,103,88,63,29
22408,85,24,53,13
22409,108,89,84,14
22410,98,32,86,7
22411,60,66,74,28
22412,68,70,93,23
22413,101,52,89,5
22414,84,36,52,19
22415,110,39,71,12
22416,66,96,64,5
22417,62,84,51,29
22418,91,41,58,33
22419,95,62,50,25
22420,56,60,69,9
22421,90,63,92,24
22422,78,88,73,7
22423,68,88,58,11
22424,59,42,64,16
22425,55,35,57,31
22426,74,81,58,36
22427,103,82,63,16
22428,95,84,74,36
22429,55,88,58,7
22430,103,62,63,32
22431,89,65,52,16
22432,95,23,50,22
22433,106,71,92,27
22434,51,69,76,7
22435,95,37,65,17
22436,82,55,74,8
22437,97,59,67,35
22438,99,99,86,34
22439,77,53,90,16
22440,62,88,79,32
22441,59,29,56,20
22442,59,71,55,38
22443,70,69,99,22
22444,69,72,66,17
22445,59,51,62,37
22446,70,25,75,39
22447,71,67,57,24
22448,88,37,87,33
22449,99,97,99,10
22450,99,88,88,37
22451,108,80,59,17
22452,90,24,69,15
22453,77,94,97,32
22454,69,42,88,36
22455,110,37,80,13
22456,56,54,64,33
22457,93,33,65,5
22458,83,87,57,15
22459,92,47,66,5
22460,61,77,89,34
22461,78,100,59,28
22462,75,83,88,16
22463,65,44,72,30
22464,65,90,93,33
22465,107,97,96,17
22466,88,41,76,23
22467,76,83,100,22
22468,104,45,72,14
22469,56,70,98,24
22470,73,78,97,39
22471,99,42,89,29
22472,99,21,80,38
22473,88,79,84,32
22474,105,81,51,14
22475,66,98,90,39
22476,68,49,90,5
22477,109,81,59,26
22478,52,54,81,26
22479,96,68,74,5
22480,75,83,55,16
22481,86,81,76,22
22482,94,28,85,23
22483,54,56,84,14
22484,88,68,62,36
22485,89,61,64,9
22486,85,42,59,19
22487,85,76,76,7
22488,52,76,98,21
22489,51,56,51,24
22490,101,71,66,30
22491,107,27,56,29
22492,86,50,69,8
22493,106,61,85,16
22494,78,38,73,10
22495,66,23,68,13
22496,67,35,65,11
22497,82,73,91,26
22498,97,83,60,33
22499,59,21,90,23
22500,85,61,54,16
22501,102,57,69,16
22502,75,81,50,16
22503,64,77,89,33
22504,98,47,59,31
22505,78,50,58,13
22506,94,79,83,5
22507,53,45,81,14
22508,58,21,57,26
22509,50,57,51,22
22510,84,63,65,19
22511,64,39,60,14
22512,66,35,62,27
22513,67,68,93,7
22514,59,57,75,14
22515,84,76,94,7
22516,110,27,82,27
22517,97,39,82,30
22518,55,82,93,28
22519,81,64,77,13
22520,66,67,92,18
22521,92,76,69,12
22522,77,91,85,15
22523,87,30,62,25
22524,69,63,64,23
22525,55,71,76,18
22526,57,80,93,15
22527,94,32,82,30
22528,109,56,59,8
22529,87,66,79,5
22530,89,29,63,17
22531,85,94,82,15
22532,79,73,99,29
22533,91,93,92,25
22534,68,81,99,26
22535,84,34,67,32
22536,61,72,85,40
22537,70,31,84,34
22538,82,69,53,37
22539,89,98,58,29
22540,83,81,85,22
22541,92,100,58,34
22542,90,38,82,9
22543,70,55,88,7
22544,108,36,51,5
22545,53,90,63,29
22546,86,62,91,35
22547,79,28,95,40
22548,88,23,90,33
22549,66,73,90,21
22550,55,78,51,39
22551,71,76,100,11
22552,103,29,89,15
22553,73,63,60,17
22554,62,71,50,23
22555,89,29,91,11
22556,78,33,90,7
22557,86,36,59,11
22558,89,30,55,40
22559,104,32,65,16
22560,69,55,84,7
22561,110,73,77,32
22562,88,83,78,32
22563,63,63,97,38
22564,55,97,91,17
22565,84,53,70,12
22566,78,99,95,40
22567,87,65,94,34
22568,81,67,78,30
22569,68,73,99,34
22570,104,92,75,36
22571,101,23,67,33
22572,57,39,86,32
22573,61,47,81,14
22574,101,36,51,27
22575,108,73,85,18
22576,54,45,77,18
22577,68,86,89,22
22578,51,81,59,39
22579,69,33,68,19
22580,63,86,61,27
22581,100,72,77,22
22582,92,22,97,20
22583,84,51,51,25
22584,76,29,74,40
22585,50,22,52,22
22586,103,70,71,23
22587,51,46,96,27
22588,50,78,63,14
22589,79,54,72,23
22590,97,22,64,11
22591,70,24,52,31
22592,100,73,71,39
22593,56,99,71,28
22594,96,33,63,13
22595,60,39,61,36
22596,58,93,77,16
22597,105,67,59,19
22598,62,22,64,16
22599,60,87,53,6
22600,104,97,74,25
22601,101,51,69,14
22602,100,74,58,24
22603,75,56,66,31
22604,80,24,78,20
22605,70,71,69,13
22606,88,57,98,5
22607,65,36,86,32
22608,82,48,73,28
22609,107,70,90,14
22610,104,72,66,25
22611,60,89,58,19
22612,104,74,62,25
22613,56,64,58,24
22614,105,40,88,6
22615,60,81,70,12
22616,62,84,73,5
22617,62,69,83,7
22618,95,54,83,9
22619,64,62,79,18
22620,79,100,56,38
22621,69,20,74,36
22622,56,52,78,14
22623,71,46,51,14
22624,78,33,59,32
22625,96,83,82,8
22626,72,81,69,9
22627,98,34,87,27
22628,85,48,81,10
22629,68,94,55,36
22630,74,36,62,5
22631,79,31,61,34
22632,108,52,100,10
22633,89,91,77,33
22634,96,24,54,34
22635,96,53,90,40
22636,67,54,67,9
22637,103,85,83,40
22638,74,49,85,10
22639,81,35,89,39
22640,75,90,63,18
22641,76,57,64,32
22642,92,78,59,11
22643,62,95,94,27
22644,105,42,98,32
22645,102,60,54,20
22646,92,58,56,38
22647,95,31,75,24
22648,70,70,68,5
22649,83,22,63,17
22650,79,79,83,13
22651,60,46,84,34
22652,98,91,98,34
22653,63,85,51,38
22654,69,74,93,34
22655,76,40,54,6
22656,72,26,58,10
22657,75,28,50,15
22658,67,48,64,12
22659,107,36,55,16
22660,81,75,100,12
22661,66,95,91,40
22662,101,58,52,7
22663,77,100,52,15
22664,51,88,95,16
22665,93,99,74,6
22666,89,59,78,12
22667,65,54,96,12
22668,67,79,50,33
22669,65,45,87,28
22670,90,52,98,11
22671,87,70,93,33
22672,81,58,79,19
22673,79,46,69,35
22674,59,82,77,23
22675,103,96,50,32
22676,98,78,75,17
22677,71,66,84,6
22678,57,47,89,33
22679,87,53,53,37
22680,94,56,82,28
22681,51,49,61,37
22682,100,92,63,26
22683,75,84,51,22
22684,59,82,86,21
22685,87,57,85,30
22686,81,57,61,27
22687,66,94,71,10
22688,97,67,74,22
22689,100,45,75,14
22690,81,22,61,34
22691,52,39,100,36
22692,53,96,100,27
22693,106,89,94,12
22694,99,22,76,38
22695,110,44,61,22
22696,107,59,57,27
22697,98,53,94,14
22698,81,37,64,14
22699,71,100,69,39
22700,53,72,68,30
22701,106,30,57,40
22702,106,94,57,21
22703,83,98,62,6
22704,78,54,84,18
22705,102,83,93,5
22706,50,96,59,20
22707,62,85,95,35
22708,109,67,51,28
22709,70,61,93,5
22710,51,55,73,25
22711,108,99,89,8
22712,102,73,63,12
22713,104,55,70,14
22714,99,30,77,15
22715,70,36,93,40
22716,104,71,81,35
22717,66,67,60,19
22718,100,24,56,40
22719,79,87,92,40
22720,98,53,55,36
22721,52,32,78,19
22722,94,86,82,6
22723,110,68,86,13
22724,50,53,86,26
22725,91,98,61,7
22726,73,42,56,12
22727,79,60,53,31
22728,72,83,85,33
22729,99,86,76,23
22730,55,41,89,27
22731,80,64,58,24
22732,98,86,65,8
22733,101,31,64,32
22734,87,85,96,7
22735,94,30,57,14
22736,75,28,91,19
22737,101,82,80,22
22738,63,26,63,5
22739,59,77,52,39
22740,67,56,99,7
22741,80,31,56,36
22742,63,73,57,26
22743,107,56,77,35
22744,83,42,63,27
22745,93,88,56,40
22746,66,28,81,20
22747,64,20,63,33
22748,76,24,87,7
22749,58,39,89,36
22750,88,32,98,28
22751,57,98,57,5
22752,85,35,73,6
22753,99,79,85,35
22754,70,20,51,39
22755,100,90,80,31
22756,104,97,60,19
22757,82,98,92,14
22758,91,26,52,8
22759,70,93,51,40
22760,55,31,83,6
22761,85,35,68,21
22762,55,84,94,11
22763,89,32,92,18
22764,76,29,93,24
22765,64,54,59,33
22766,65,55,94,9
22767,103,67,83,33
22768,87,92,99,26
22769,54,71,96,21
22770,71,84,69,15
22771,53,60,100,26
22772,108,47,93,17
22773,76,35,55,6
22774,56,32,62,15
22775,97,22,90,10
22776,63,99,59,32
22777,94,35,56,15
22778,60,93,56,38
22779,94,82,97,24
22780,53,59,83,6
22781,98,88,79,12
22782,84,33,74,7
22783,71,96,97,39
22784,110,79,98,25
22785,68,43,67,23
22786,105,20,59,13
22787,59,82,95,36
22788,107,31,60,25
22789,61,49,73,29
22790,110,38,76,31
22791,103,73,54,40
22792,57,39,77,36
22793,105,81,50,15
22794,71,84,87,18
22795,86,73,98,13
22796,56,25,73,35
22797,92,52,85,25
22798,87,91,63,16
22799,57,81,81,32
22800,90,47,59,15
22801,89,91,94,40
22802,108,75,71,7
22803,86,27,64,40
22804,90,65,100,9
22805,68,97,69,33
22806,74,22,55,35
22807,92,75,95,17
22808,69,46,62,16
22809,52,20,70,23
22810,90,70,60,10
22811,54,50,54,19
22812,75,71,60,39
22813,85,54,83,12
22814,85,88,76,24
22815,62,93,97,38
22816,81,88,70,26
22817,76,21,51,24
22818,102,29,87,22
22819,69,59,88,18
22820,62,28,84,28
22821,55,31,96,26
22822,73,64,51,7
22823,105,89,75,28
22824,51,40,83,37
22825,85,24,80,37
22826,55,89,97,33
22827,53,99,91,27
22828,106,40,87,7
22829,61,66,83,24
22830,84,21,79,16
22831,73,57,56,9
22832,107,86,56,30
22833,89,89,57,10
22834,90,48,85,18
22835,86,39,84,30
22836,64,96,86,27
22837,97,54,79,22
22838,92,50,93,16
22839,87,93,94,28
22840,82,92,66,9
22841,87,46,89,20
22842,62,42,50,19
22843,66,41,59,11
22844,58,84,53,17
22845,100,33,52,18
