sample_id,buses_operating,total_buses,avg_vehicles_per_hour,peak_hour_multiplier,congested_west,congested_south,congested_east,congested_north,congested_central
1600,198,300,3433,1.58,0,1,0,1,1
1601,278,300,6991,1.95,0,0,0,0,1
1602,249,300,3059,1.23,0,0,0,0,1
1603,235,300,3387,2.06,1,0,0,1,1
1604,200,300,6842,1.25,1,1,1,0,1
1605,240,300,6633,1.3,0,0,0,0,1
1606,130,300,4477,1.4,0,0,0,1,0
1607,240,300,7887,2.0,0,0,1,0,0
1608,121,300,3231,1.92,0,1,1,1,0
1609,200,300,6225,1.84,0,0,1,0,1
1610,168,300,4736,1.45,1,0,0,0,0
1611,275,300,5190,1.2,0,0,1,0,1
1612,173,300,8939,2.08,0,0,0,1,0
1613,228,300,5526,2.11,0,1,0,0,0
1614,233,300,5270,1.68,0,0,1,1,1
1615,250,300,3738,1.85,1,0,0,1,1
1616,268,300,8928,1.91,0,0,0,1,1
1617,128,300,3422,2.16,0,1,0,1,0
1618,217,300,4872,1.5,1,1,1,1,1
1619,268,300,7136,2.04,0,1,1,1,1
1620,263,300,4978,1.94,0,1,0,1,1
1621,246,300,7166,1.53,1,1,1,0,0
1622,187,300,5326,1.57,1,1,1,0,1
1623,228,300,7679,1.42,1,0,1,0,1
1624,191,300,8758,1.37,0,1,0,0,1
1625,141,300,8352,2.03,1,1,0,1,1
1626,267,300,8009,1.95,1,1,0,0,1
1627,189,300,8241,2.17,0,0,0,1,0
1628,260,300,5236,1.96,1,0,1,0,0
1629,255,300,3781,1.37,0,0,1,0,0
1630,231,300,7992,1.73,0,1,1,1,1
1631,251,300,8526,1.81,0,1,0,1,1
1632,230,300,5545,2.01,0,1,1,0,1
1633,159,300,6561,1.68,0,1,0,1,0
1634,243,300,3677,1.22,1,0,0,1,1
1635,186,300,5925,1.41,1,0,0,1,0
1636,210,300,7015,1.42,0,0,1,1,1
1637,249,300,4087,1.27,1,1,0,1,0
1638,219,300,4238,1.99,0,0,1,0,1
1639,205,300,3109,1.89,1,0,0,1,0
1640,236,300,6148,1.34,0,0,1,0,0
1641,129,300,5347,2.14,1,0,0,0,0
1642,272,300,7503,1.7,1,1,1,0,0
1643,195,300,7098,1.86,0,1,0,1,0
1644,226,300,4368,1.48,0,1,0,1,0
1645,166,300,6114,1.42,0,0,0,1,0
1646,233,300,3978,1.88,0,0,1,1,0
1647,257,300,7448,1.55,0,0,1,1,1
1648,131,300,7589,2.06,0,1,1,0,0
1649,205,300,3592,1.91,1,1,1,0,1
1650,234,300,4438,1.58,1,0,1,1,1
1651,206,300,6479,1.81,0,0,0,1,0
1652,229,300,4927,1.5,1,1,0,1,1
1653,218,300,6656,2.13,0,0,1,0,0
1654,200,300,4041,1.53,0,1,0,0,1
1655,223,300,6188,1.64,0,0,1,0,1
1656,241,300,7503,1.27,0,1,0,0,0
1657,257,300,6244,1.5,0,1,1,0,1
1658,142,300,8096,2.07,0,1,1,0,0
1659,224,300,3672,1.55,0,1,1,1,0
1660,276,300,8390,1.5,1,0,1,0,0
1661,266,300,8668,2.07,0,0,0,0,1
1662,196,300,8916,2.04,0,1,1,1,1
1663,244,300,6954,1.55,0,0,1,1,0
1664,170,300,7685,1.63,0,0,1,1,1
1665,259,300,8884,1.59,1,1,1,0,0
1666,274,300,3436,1.78,1,0,0,0,1
1667,149,300,7231,2.12,0,0,1,1,1
1668,184,300,6429,1.56,1,1,1,1,0
1669,209,300,6923,2.14,0,0,0,0,1
1670,177,300,8456,2.02,0,1,1,1,0
1671,267,300,4525,2.06,1,1,1,1,1
1672,168,300,5228,1.3,1,0,0,0,0
1673,203,300,6545,2.11,0,1,1,1,1
1674,165,300,7192,1.97,1,0,0,0,0
1675,264,300,5944,1.35,0,0,0,1,0
1676,241,300,7299,1.38,1,1,0,1,0
1677,133,300,7877,1.49,0,0,0,1,0
1678,262,300,5772,1.29,1,1,0,1,1
1679,181,300,7313,1.74,1,0,0,1,1
1680,137,300,5098,1.45,0,0,1,0,1
1681,276,300,8914,1.72,0,1,0,1,0
1682,199,300,4743,2.1,0,0,0,0,1
1683,263,300,7965,1.3,0,0,1,0,1
1684,145,300,7712,1.81,0,1,0,1,1
1685,133,300,3888,1.71,0,1,1,0,1
1686,279,300,3757,1.43,1,0,1,0,1
1687,164,300,7155,1.89,1,1,0,0,1
1688,212,300,6748,1.72,0,1,1,1,1
1689,143,300,8047,1.61,1,1,1,1,1
1690,230,300,7097,1.26,0,1,0,1,0
1691,280,300,5962,1.3,1,1,1,1,0
1692,150,300,4330,1.78,1,1,0,0,1
1693,140,300,8775,1.52,0,1,1,0,0
1694,212,300,7936,1.93,0,1,0,0,1
1695,175,300,8459,2.14,0,0,0,0,1
1696,267,300,3394,1.45,1,1,0,1,1
1697,240,300,4824,1.34,1,1,1,0,0
1698,276,300,8194,1.42,1,1,1,0,1
1699,143,300,8048,1.92,0,1,0,0,0
1700,222,300,6562,1.58,1,1,1,1,1
1701,136,300,3704,1.21,0,1,1,1,0
1702,216,300,3014,1.33,0,1,1,0,0
1703,258,300,4981,1.73,1,0,0,1,1
1704,137,300,3223,1.79,0,1,1,0,1
1705,197,300,7262,1.4,1,1,1,1,1
1706,249,300,3121,2.16,0,0,1,0,1
1707,197,300,5168,1.48,0,1,0,0,0
1708,158,300,5845,1.21,0,1,1,1,1
1709,129,300,4305,1.32,1,0,1,1,0
1710,209,300,8179,1.74,1,0,0,0,1
1711,130,300,8343,1.83,0,1,0,0,0
1712,204,300,7932,1.37,0,0,1,1,1
1713,250,300,6440,1.33,0,1,1,1,0
1714,142,300,6872,1.91,0,0,0,1,1
1715,231,300,3608,1.94,0,0,1,0,0
1716,256,300,6937,1.2,1,0,0,0,0
1717,150,300,7393,2.17,1,0,0,1,1
1718,139,300,5491,1.56,1,0,1,1,0
1719,178,300,5849,1.81,0,0,0,1,1
1720,208,300,8376,1.86,1,0,1,1,1
1721,140,300,4010,1.41,1,0,0,1,1
1722,160,300,3458,2.05,1,1,0,0,1
1723,279,300,4680,1.29,1,0,1,1,1
1724,164,300,4688,1.25,1,0,0,1,0
1725,145,300,5831,2.09,0,0,0,1,0
1726,133,300,5812,1.73,1,0,0,1,1
1727,125,300,7773,1.91,1,0,1,0,0
1728,276,300,7399,1.9,1,0,0,1,1
1729,191,300,4435,1.22,1,0,1,0,1
1730,209,300,3647,1.65,0,1,0,0,1
1731,190,300,4089,1.97,0,1,0,0,0
1732,216,300,5866,2.08,0,0,1,0,1
1733,168,300,7113,1.37,1,1,0,0,1
1734,196,300,7594,1.56,1,1,0,1,0
1735,230,300,7152,1.54,0,1,1,0,1
1736,140,300,6799,2.04,1,0,0,1,0
1737,154,300,6246,1.35,0,1,1,1,1
1738,175,300,4365,1.5,1,0,0,1,0
1739,137,300,4532,1.65,1,1,0,1,0
1740,215,300,6570,1.67,0,1,0,1,0
1741,183,300,5727,1.51,1,0,0,0,0
1742,272,300,3640,1.57,1,1,0,0,1
1743,176,300,7049,1.47,0,1,1,0,0
1744,168,300,5663,2.18,0,1,0,1,1
1745,151,300,6615,2.03,0,0,1,0,0
1746,248,300,5412,1.51,0,0,1,1,0
1747,180,300,6073,1.46,0,0,1,1,0
1748,146,300,5033,1.25,0,0,0,1,0
1749,256,300,7078,1.54,0,0,0,1,0
1750,153,300,5283,1.67,0,1,0,1,1
1751,134,300,8551,1.69,1,1,0,1,0
1752,138,300,5019,1.33,1,0,0,0,1
1753,249,300,5253,2.11,0,1,0,0,1
1754,135,300,4802,1.67,1,0,1,0,1
1755,228,300,7850,1.45,1,0,0,1,0
1756,272,300,5229,1.33,0,1,1,0,0
1757,202,300,5982,1.89,1,0,0,0,0
1758,270,300,3974,2.19,1,1,1,0,1
1759,198,300,8206,1.93,0,0,1,1,1
1760,205,300,4730,1.51,0,1,0,0,1
1761,189,300,5449,2.07,0,1,0,1,0
1762,178,300,8882,1.46,1,0,1,1,0
1763,167,300,7758,1.53,1,0,1,1,0
1764,192,300,3504,1.25,0,1,1,1,0
1765,203,300,5614,1.49,1,0,1,1,0
1766,142,300,8627,2.15,1,1,0,0,0
1767,252,300,6432,1.87,1,0,0,0,1
1768,122,300,7102,1.93,1,1,0,1,0
1769,164,300,4443,2.15,0,0,0,1,1
1770,228,300,4905,2.13,0,1,1,0,0
1771,157,300,3384,1.92,1,0,1,1,1
1772,126,300,4378,1.66,1,1,0,1,1
1773,239,300,5094,2.02,1,1,1,1,1
1774,179,300,3699,1.8,0,1,0,0,0
1775,179,300,5133,1.62,0,0,0,1,1
1776,200,300,4741,1.46,1,0,0,1,0
1777,262,300,7541,1.5,0,1,0,1,1
1778,184,300,4202,1.63,0,0,0,0,1
1779,230,300,6331,1.34,1,1,0,1,1
1780,272,300,3018,1.89,0,1,0,0,1
1781,156,300,6799,1.73,0,1,0,1,0
1782,129,300,4575,1.93,1,0,0,1,0
1783,238,300,8668,1.56,0,1,1,0,0
1784,139,300,8805,1.59,1,0,0,1,0
1785,165,300,6390,1.36,1,1,1,0,1
1786,200,300,4834,1.89,0,0,0,0,1
1787,171,300,6799,2.08,1,1,0,0,1
1788,235,300,8743,2.13,1,1,1,1,0
1789,268,300,5303,1.76,1,1,0,0,0
1790,145,300,8706,1.37,1,0,0,0,0
1791,138,300,4209,1.66,1,0,0,1,1
1792,179,300,7513,1.34,0,1,1,0,0
1793,262,300,3393,2.1,0,1,1,0,1
1794,273,300,8782,2.09,1,1,0,1,1
1795,278,300,7362,1.68,1,0,1,1,1
1796,178,300,8746,2.06,0,0,0,1,0
1797,134,300,4164,1.26,0,1,0,0,1
1798,176,300,4244,1.45,0,0,1,1,1
1799,247,300,4891,1.59,0,0,0,1,1
1800,238,300,6245,2.12,1,1,0,0,1
1801,131,300,8819,2.14,0,1,1,0,1
1802,152,300,5767,1.73,1,0,0,0,1
1803,218,300,7855,1.85,0,1,0,1,1
1804,145,300,4913,1.88,1,0,1,1,1
1805,207,300,3907,1.24,0,0,1,1,0
1806,254,300,5781,1.89,1,1,1,1,0
1807,195,300,4729,1.62,0,1,1,1,1
1808,171,300,4091,2.09,0,0,0,1,1
1809,257,300,7223,2.17,1,1,0,0,1
1810,160,300,4413,1.76,1,1,1,1,1
1811,228,300,3729,1.42,1,0,0,0,0
1812,204,300,4703,1.56,0,0,1,1,0
1813,229,300,6750,2.03,0,1,1,1,0
1814,188,300,6432,1.35,0,0,0,0,1
1815,207,300,4883,1.67,1,1,1,0,1
1816,222,300,7838,2.0,0,1,0,1,1
1817,164,300,7630,2.14,0,1,0,1,1
1818,268,300,5447,1.29,1,1,1,0,1
1819,155,300,7513,1.79,0,1,1,0,0
1820,182,300,3690,1.52,1,1,0,0,1
1821,257,300,7112,1.88,1,0,0,0,0
1822,259,300,3526,2.11,0,1,0,1,1
1823,210,300,3719,1.84,1,0,1,0,0
1824,218,300,8014,2.09,1,0,0,0,1
1825,134,300,7953,2.01,1,1,1,0,1
1826,127,300,3255,1.41,1,0,1,0,0
1827,174,300,5605,1.58,0,0,1,1,0
1828,187,300,4467,2.19,0,0,1,1,0
1829,149,300,3794,1.55,1,0,1,1,1
1830,166,300,5684,1.77,1,1,0,1,1
1831,165,300,3250,1.4,0,1,0,1,1
1832,279,300,6441,1.21,1,0,0,0,0
1833,192,300,8339,1.5,1,0,1,0,1
1834,145,300,7363,1.91,1,1,1,0,1
1835,247,300,3962,1.58,0,1,0,0,1
1836,163,300,3828,1.82,0,0,1,0,0
1837,256,300,6154,1.45,1,1,0,1,0
1838,175,300,8278,1.99,0,1,1,1,0
1839,183,300,4260,1.56,0,0,0,1,0
1840,172,300,4600,2.15,1,1,1,1,0
1841,243,300,3437,1.96,0,0,0,1,0
1842,162,300,4094,1.25,1,0,1,0,1
1843,224,300,5392,1.96,0,0,1,1,0
1844,171,300,3024,1.76,1,0,1,1,0
1845,192,300,5838,1.59,1,0,0,1,0
1846,211,300,4646,1.9,1,1,1,1,0
1847,268,300,6956,1.42,0,1,1,1,0
1848,182,300,7326,1.21,0,0,1,0,0
1849,123,300,8618,1.91,0,1,0,0,1
1850,149,300,3867,1.61,0,1,1,0,0
1851,217,300,3668,2.12,1,0,0,1,1
1852,138,300,3662,1.67,1,0,0,0,1
1853,210,300,4556,1.91,1,0,0,0,0
1854,165,300,7063,1.56,0,0,1,1,1
1855,194,300,3147,1.4,1,1,0,1,0
1856,242,300,8193,2.05,0,0,1,0,0
1857,144,300,6376,1.73,1,1,0,1,1
1858,154,300,4949,1.28,1,0,1,0,0
1859,223,300,5359,1.73,1,1,1,1,1
1860,214,300,5659,1.91,1,0,0,0,1
1861,157,300,8051,1.34,1,0,0,1,1
1862,174,300,4475,1.6,0,0,0,1,1
1863,188,300,6475,1.23,1,0,0,1,0
1864,174,300,6653,1.54,1,0,1,1,1
1865,258,300,3229,2.06,1,0,0,1,0
1866,193,300,6373,1.5,1,1,1,0,0
1867,151,300,3810,1.65,0,1,0,1,1
1868,184,300,8050,2.06,1,1,1,0,1
1869,236,300,6445,1.8,0,1,1,0,0
1870,200,300,5405,1.51,1,0,0,1,0
1871,278,300,4498,1.55,1,0,1,0,1
1872,175,300,4292,1.5,1,1,1,0,0
1873,189,300,8026,1.72,0,0,1,1,0
1874,252,300,3464,1.6,0,1,0,1,0
1875,276,300,7480,1.33,0,0,1,0,1
1876,245,300,8527,1.69,1,0,0,0,0
1877,240,300,5732,1.37,1,1,1,1,1
1878,175,300,3263,1.95,1,0,0,1,1
1879,177,300,5655,1.21,1,0,0,0,0
1880,149,300,4824,1.64,0,1,0,0,1
1881,235,300,5759,1.25,0,1,0,1,1
1882,171,300,8374,2.05,0,0,0,1,0
1883,194,300,7318,2.09,1,0,1,1,1
1884,256,300,7397,1.72,0,0,1,0,1
1885,233,300,3832,1.67,1,1,0,0,1
1886,220,300,7566,2.09,0,0,0,0,1
1887,257,300,4384,1.93,1,0,0,1,0
1888,272,300,8675,1.66,1,0,1,1,1
1889,149,300,4478,1.83,0,1,1,0,0
1890,141,300,5274,1.53,1,1,0,1,1
1891,137,300,8359,1.78,1,0,1,1,0
1892,218,300,7370,2.01,1,1,0,1,1
1893,153,300,3361,1.41,0,0,0,0,1
1894,187,300,4085,2.11,0,1,0,0,0
1895,201,300,8275,1.96,0,1,0,1,1
1896,169,300,8314,2.03,0,0,1,0,1
1897,134,300,7149,1.6,0,0,1,1,0
1898,265,300,4195,1.46,0,1,1,1,1
1899,148,300,4465,1.58,0,1,1,1,1
1900,196,300,8202,1.58,1,0,1,0,0
1901,250,300,4171,1.85,1,1,1,0,1
1902,167,300,6287,1.28,1,1,0,0,1
1903,133,300,8626,1.73,1,0,0,0,1
1904,250,300,8862,2.19,0,1,0,1,1
1905,130,300,3507,1.27,1,0,1,0,0
1906,185,300,6247,2.12,1,1,1,0,1
1907,139,300,4922,1.72,1,0,0,1,0
1908,225,300,7706,1.51,1,1,1,0,1
1909,172,300,3022,1.76,1,0,1,1,1
1910,270,300,7046,2.0,1,1,1,1,0
1911,130,300,4631,1.72,0,0,0,1,0
1912,120,300,5064,1.69,0,1,0,0,0
1913,153,300,6153,1.27,1,1,1,0,1
1914,261,300,5942,1.76,1,0,1,0,1
1915,150,300,8392,2.05,0,1,0,0,0
1916,139,300,8047,2.07,1,0,0,1,0
1917,182,300,7314,2.09,0,0,1,1,0
1918,262,300,8989,1.68,0,0,1,1,0
1919,277,300,4374,1.42,1,0,0,1,0
1920,259,300,3007,1.59,1,0,0,1,0
1921,255,300,5596,1.25,1,1,0,0,1
1922,237,300,8442,1.68,1,0,1,0,1
1923,219,300,7331,1.9,0,1,1,0,0
1924,277,300,4472,1.92,0,0,1,0,0
1925,210,300,3334,1.94,1,0,0,0,0
1926,123,300,5140,2.09,0,0,0,1,1
1927,129,300,8914,2.12,1,1,0,1,1
1928,228,300,4863,1.31,0,1,1,1,1
1929,268,300,6870,1.93,1,0,1,0,1
1930,254,300,3215,2.18,1,0,0,1,1
1931,181,300,8736,1.3,1,0,0,0,0
1932,251,300,8489,1.29,0,1,0,0,0
1933,196,300,8166,1.56,1,0,1,0,0
1934,246,300,3928,1.24,0,1,0,1,1
1935,270,300,7920,1.7,0,1,1,0,0
1936,175,300,6623,1.95,0,1,1,1,0
1937,259,300,8053,1.33,1,1,0,1,1
1938,272,300,7824,1.28,0,0,0,1,0
1939,239,300,6176,1.3,1,1,0,1,1
1940,131,300,6501,1.89,0,1,1,0,0
1941,202,300,5028,1.99,1,0,0,0,1
1942,254,300,8201,2.0,0,1,0,0,1
1943,177,300,6155,1.77,1,1,0,1,0
1944,277,300,5986,1.93,1,1,1,1,0
1945,161,300,7276,1.62,0,0,0,1,0
1946,280,300,3056,2.1,1,1,1,1,0
1947,251,300,3611,1.34,1,0,0,1,1
1948,265,300,5332,1.59,1,0,1,1,1
1949,138,300,6175,2.06,0,1,0,1,1
1950,192,300,3078,1.52,0,1,0,0,0
1951,163,300,4882,2.12,1,0,1,0,1
1952,274,300,4771,1.43,0,1,0,1,0
1953,198,300,7874,1.46,1,1,1,1,0
1954,207,300,3271,2.12,1,1,0,1,1
1955,266,300,5722,1.46,1,0,0,1,1
1956,273,300,4062,1.38,1,0,1,0,1
1957,186,300,6526,1.98,0,0,1,0,1
1958,181,300,8145,1.8,0,0,0,1,1
1959,216,300,4353,2.01,0,0,1,0,0
1960,168,300,5922,1.32,0,1,0,0,0
1961,253,300,8991,2.0,1,1,1,1,1
1962,134,300,5361,1.71,1,0,0,0,1
1963,163,300,6708,1.59,0,0,1,0,1
1964,173,300,4751,2.14,1,1,1,1,1
1965,225,300,4658,1.41,0,1,0,0,0
1966,242,300,6942,1.36,0,1,0,1,0
1967,225,300,7965,1.38,1,1,0,0,0
1968,161,300,8429,1.48,0,1,0,1,0
1969,243,300,5754,1.92,1,0,1,1,1
1970,254,300,3183,2.1,0,0,0,1,0
1971,259,300,3393,1.88,0,0,0,1,1
1972,183,300,6911,1.73,1,0,1,0,1
1973,183,300,6803,1.74,1,0,1,1,1
1974,217,300,4617,1.4,0,0,1,1,0
1975,191,300,6898,1.66,1,0,0,0,0
1976,276,300,8374,1.32,1,0,0,1,1
1977,201,300,7129,2.16,0,1,1,1,0
1978,183,300,5163,2.16,1,1,0,0,0
1979,167,300,8771,2.19,1,1,1,1,1
1980,233,300,4292,1.83,0,0,1,0,0
1981,250,300,5186,2.18,1,0,0,0,1
1982,250,300,5306,1.71,1,1,1,1,0
1983,259,300,4783,2.15,1,1,0,1,1
1984,220,300,7326,1.39,0,0,0,1,0
1985,262,300,6553,1.24,0,0,1,0,1
1986,269,300,3376,1.41,0,0,1,0,0
1987,260,300,8938,1.59,0,0,0,1,0
1988,227,300,4993,1.93,0,0,0,1,0
1989,259,300,7605,1.83,1,0,0,0,0
1990,229,300,8324,1.64,1,1,0,1,0
1991,257,300,6910,1.36,1,0,0,0,0
1992,249,300,8152,2.08,1,0,1,1,1
1993,203,300,8593,2.14,1,0,1,0,0
1994,234,300,7831,1.74,1,1,1,0,1
1995,122,300,7650,1.39,0,1,1,0,1
1996,173,300,8622,1.59,1,0,1,1,0
1997,236,300,8356,1.85,0,0,0,1,1
1998,189,300,7525,1.46,1,0,1,0,0
1999,147,300,3344,1.25,1,0,0,0,0
2000,249,300,3360,1.91,0,0,0,1,0
2001,266,300,4649,1.38,1,1,1,0,1
2002,234,300,7679,1.29,0,0,0,1,0
2003,224,300,6556,1.83,1,1,1,0,1
2004,206,300,3218,1.46,0,1,1,1,1
2005,126,300,3464,1.7,0,0,1,0,1
2006,156,300,8022,1.26,0,0,1,0,0
2007,191,300,4686,1.32,1,1,0,0,1
2008,255,300,8414,2.03,1,0,0,0,1
2009,129,300,7988,1.89,0,0,0,0,1
2010,273,300,3251,1.66,1,0,0,1,0
2011,185,300,7697,1.72,0,1,1,0,1
2012,202,300,3522,1.61,1,0,0,0,1
2013,163,300,6923,1.99,1,0,0,0,0
2014,218,300,5152,1.66,0,1,1,0,1
2015,270,300,5309,1.93,0,0,0,1,0
2016,151,300,3371,1.71,1,1,0,0,0
2017,271,300,3758,1.8,1,1,0,0,1
2018,152,300,6413,2.19,1,1,1,1,0
2019,137,300,6093,1.41,1,0,0,1,0
2020,272,300,7042,2.1,0,0,1,0,1
2021,184,300,4719,1.42,1,1,0,1,0
2022,190,300,6493,1.27,1,0,1,0,1
2023,206,300,8474,1.66,1,0,0,1,0
2024,213,300,8434,1.48,1,1,1,1,1
2025,263,300,7630,1.22,1,1,0,1,0
2026,278,300,3957,2.2,1,0,0,0,1
2027,267,300,6327,2.16,1,1,0,1,0
2028,137,300,4060,1.76,1,0,0,0,1
2029,158,300,4838,1.51,1,0,0,1,0
2030,164,300,4677,1.52,1,1,0,0,1
2031,230,300,3686,1.61,0,0,1,0,1
2032,219,300,5593,1.57,0,1,1,1,1
2033,261,300,4393,1.49,0,0,0,1,1
2034,237,300,6231,1.77,0,0,1,1,1
2035,171,300,8394,1.76,1,0,0,1,1
2036,204,300,4407,1.24,1,0,1,0,1
2037,277,300,4360,1.57,0,1,1,1,1
2038,258,300,6119,1.31,1,1,0,1,1
2039,234,300,4299,1.68,1,1,1,0,1
2040,163,300,6040,1.9,0,1,0,0,1
2041,227,300,5185,2.1,1,0,1,1,0
2042,218,300,6306,1.47,1,0,0,1,0
2043,198,300,7884,2.02,1,1,1,1,1
2044,122,300,3801,1.72,1,1,0,0,1
2045,181,300,8544,1.62,0,0,1,0,1
2046,142,300,7952,1.82,0,0,1,0,0
2047,183,300,7702,1.74,1,1,0,0,0
2048,123,300,8345,2.03,0,1,0,0,0
2049,203,300,3802,1.39,0,1,0,1,0
2050,158,300,6458,2.01,1,0,0,0,0
2051,212,300,5028,1.56,1,0,1,1,1
2052,269,300,3895,1.28,0,0,1,0,0
2053,228,300,7525,1.44,1,1,1,0,0
2054,147,300,3524,2.13,0,0,1,0,1
2055,141,300,8479,2.1,0,1,1,1,1
2056,257,300,8419,1.45,1,1,0,1,0
2057,151,300,3370,1.94,1,0,1,0,1
2058,251,300,5145,1.92,0,1,1,0,0
2059,214,300,6194,1.76,0,1,0,1,1
2060,265,300,6267,1.63,1,0,0,1,1
2061,236,300,5414,1.46,0,0,1,0,0
2062,238,300,5031,1.74,0,1,1,0,1
2063,251,300,6080,1.43,0,0,0,1,1
2064,244,300,5356,2.01,0,0,0,0,1
2065,169,300,3414,1.29,0,0,1,0,0
2066,136,300,7667,1.39,0,1,1,0,1
2067,168,300,6478,1.95,0,0,1,1,0
2068,261,300,4216,2.02,1,0,0,1,0
2069,124,300,5831,1.46,1,1,0,1,1
2070,271,300,4222,1.35,0,1,1,1,0
2071,269,300,6600,1.44,1,0,0,1,1
2072,170,300,7283,1.72,0,0,1,1,1
2073,144,300,3083,1.77,1,1,0,0,0
2074,152,300,7299,1.79,0,1,0,0,0
2075,232,300,5527,1.94,1,0,0,0,0
2076,271,300,8512,1.34,1,1,1,0,1
2077,250,300,3350,1.61,1,0,1,0,1
2078,254,300,3516,1.67,1,0,1,0,1
2079,256,300,8504,2.16,0,1,1,0,0
2080,127,300,4929,1.71,1,0,1,0,1
2081,257,300,7984,2.09,1,1,1,0,1
2082,147,300,8866,2.19,1,0,0,1,0
2083,227,300,6051,1.21,0,1,1,0,0
2084,137,300,8375,1.67,0,1,1,0,1
2085,230,300,7040,1.63,0,1,1,1,1
2086,200,300,4243,2.11,1,1,0,0,0
2087,228,300,7098,1.82,1,1,0,0,1
2088,168,300,5809,1.9,0,0,0,1,1
2089,207,300,6132,1.67,1,0,1,1,0
2090,275,300,7840,2.19,0,1,0,1,1
2091,148,300,8077,1.43,0,0,0,1,1
2092,228,300,4005,1.69,0,1,0,0,0
2093,244,300,7175,1.54,0,1,0,0,1
2094,144,300,5600,1.41,0,0,0,1,1
2095,172,300,3331,1.65,1,1,1,0,0
2096,246,300,6535,2.16,0,0,1,1,1
2097,193,300,6164,1.21,0,0,1,1,0
2098,167,300,8709,1.21,1,0,0,0,1
2099,243,300,6144,1.94,0,1,0,1,0
2100,219,300,8296,1.33,1,1,1,0,0
2101,247,300,4600,1.87,0,1,0,1,1
2102,170,300,4386,1.29,1,1,0,0,1
2103,166,300,5640,1.94,0,1,1,0,0
2104,215,300,6885,2.18,1,0,1,0,1
2105,237,300,7496,2.01,1,0,0,1,1
2106,210,300,7120,2.05,1,0,0,1,0
2107,140,300,4263,1.61,1,0,0,0,1
2108,133,300,7134,1.4,1,0,1,0,0
2109,176,300,8650,2.16,1,0,1,0,0
2110,233,300,4393,2.1,1,0,1,0,1
2111,172,300,7530,1.71,1,0,0,1,0
2112,190,300,8763,2.04,1,0,0,1,0
2113,275,300,7759,1.25,0,1,0,0,1
2114,216,300,6532,1.29,1,1,1,1,0
2115,264,300,6207,1.41,1,0,1,0,1
2116,256,300,5560,2.0,1,1,1,1,0
2117,155,300,6039,1.69,0,1,0,1,0
2118,212,300,5283,1.27,1,0,1,0,0
2119,258,300,5411,1.46,0,1,1,0,0
2120,250,300,8322,1.61,1,0,1,0,1
2121,217,300,4890,2.05,1,1,0,1,0
2122,157,300,7869,1.81,0,0,1,1,1
2123,152,300,4562,1.51,1,1,0,0,1
2124,253,300,5906,1.91,0,1,0,1,0
2125,225,300,5196,2.15,1,1,1,0,1
2126,242,300,5027,1.74,1,1,0,1,1
2127,256,300,6432,1.87,0,1,1,1,0
2128,255,300,6649,1.49,0,1,1,0,1
2129,139,300,6153,2.2,1,1,0,0,1
2130,243,300,3857,1.47,1,1,1,0,1
2131,275,300,3891,1.53,0,0,1,0,0
2132,124,300,3100,1.83,0,0,1,0,1
2133,234,300,4346,1.79,1,1,0,1,0
2134,127,300,6835,1.68,0,1,0,1,0
2135,201,300,5445,1.9,1,1,0,0,1
2136,223,300,3335,1.69,1,0,0,1,0
2137,181,300,4476,1.59,0,0,0,1,0
2138,179,300,7700,1.69,1,1,0,1,0
2139,159,300,6935,1.9,0,0,1,0,0
2140,248,300,3778,1.26,1,1,0,1,1
2141,184,300,6070,2.11,1,1,1,1,1
2142,141,300,7641,2.01,1,1,1,1,0
2143,144,300,5413,1.77,1,1,1,1,1
2144,279,300,4657,2.11,1,1,0,1,0
2145,147,300,7025,1.46,0,1,1,1,0
2146,186,300,5916,1.65,1,0,1,1,0
2147,255,300,3596,1.46,0,1,1,1,1
2148,265,300,7424,1.56,0,1,1,0,1
2149,155,300,8263,1.32,0,1,0,0,0
2150,237,300,5206,1.74,0,0,1,1,0
2151,251,300,7930,1.75,0,1,1,1,1
2152,212,300,8407,1.71,0,0,1,1,0
2153,203,300,5156,2.18,1,1,0,1,0
2154,240,300,3963,1.66,1,0,1,1,0
2155,228,300,5429,1.7,1,0,0,1,1
2156,206,300,7148,1.73,0,1,1,1,1
2157,256,300,7690,1.92,0,0,1,0,1
2158,213,300,8579,1.22,1,0,0,0,0
2159,178,300,4445,1.4,1,1,0,0,1
2160,211,300,3309,1.26,1,0,0,1,0
2161,216,300,3588,1.93,0,1,0,1,1
2162,243,300,8533,1.26,1,0,0,0,0
2163,239,300,5622,1.92,0,0,0,1,0
2164,177,300,6325,1.6,1,0,0,1,0
2165,246,300,3300,1.84,1,0,0,1,1
2166,277,300,3386,1.54,1,1,0,0,1
2167,136,300,7523,2.06,1,0,0,1,0
2168,272,300,4457,1.55,0,0,0,1,1
2169,280,300,5083,1.5,0,0,1,1,0
2170,249,300,3795,1.56,0,0,1,0,0
2171,226,300,5669,2.13,1,1,1,1,0
2172,198,300,4075,2.12,1,1,1,0,0
2173,124,300,4461,1.37,0,1,1,0,0
2174,149,300,3271,1.56,1,0,0,1,0
2175,244,300,7360,1.6,1,1,0,0,1
2176,215,300,7407,1.67,0,1,0,1,1
2177,184,300,6035,1.86,0,0,0,1,1
2178,277,300,8956,1.95,1,1,1,0,1
2179,268,300,5088,2.13,0,0,1,1,1
