sample_id,roads_needing_repair,water_supply_level,sewer_system_health,emergency_response_time,pending_maintenance_tasks
2611,16,77.7,73.44,17.37,57
2612,23,79.29,94.64,16.15,11
2613,37,68.77,80.85,15.87,70
2614,25,74.66,65.17,18.27,56
2615,20,62.15,89.09,24.91,29
2616,42,90.48,96.04,14.29,33
2617,32,44.56,94.53,9.57,33
2618,45,98.06,69.83,8.85,12
2619,29,73.25,91.09,6.2,30
2620,19,90.28,84.76,20.26,42
2621,37,57.47,62.8,10.42,59
2622,27,42.75,98.76,6.69,63
2623,18,79.42,73.64,15.54,39
2624,25,96.09,61.29,17.57,28
2625,17,38.44,67.54,11.54,30
2626,18,98.11,90.7,19.23,63
2627,24,51.0,90.27,24.21,13
2628,48,65.29,97.96,6.97,31
2629,45,27.16,87.8,18.4,61
2630,10,32.18,76.98,17.39,12
2631,48,20.45,63.33,11.5,25
2632,25,52.93,72.96,17.33,15
2633,22,25.48,92.49,12.68,49
2634,21,97.71,91.3,19.46,15
2635,17,52.91,70.28,11.22,60
2636,20,57.31,70.46,13.58,23
2637,23,63.92,63.09,20.18,22
2638,24,76.99,77.0,23.65,62
2639,46,22.93,66.09,23.68,36
2640,17,54.8,90.83,5.36,62
2641,37,58.0,62.12,19.74,60
2642,34,21.31,95.55,13.05,13
2643,48,52.13,91.76,9.63,53
2644,31,71.09,74.92,10.0,36
2645,6,35.56,90.39,17.32,40
2646,27,38.65,82.05,6.89,34
2647,41,86.68,93.74,20.84,44
2648,32,83.01,93.47,7.03,50
2649,24,84.8,94.17,13.07,65
2650,7,90.08,63.23,18.12,59
2651,12,82.41,84.19,14.31,12
2652,13,47.74,84.13,9.35,15
2653,20,71.31,63.81,5.11,34
2654,45,48.31,80.53,24.39,68
2655,34,75.22,70.04,10.85,55
2656,42,56.3,81.0,11.43,55
2657,42,84.21,92.6,17.59,45
2658,46,97.76,90.57,12.06,54
2659,41,29.49,83.42,9.96,19
2660,15,25.42,87.2,24.54,62
2661,31,37.26,97.33,22.4,34
2662,24,26.63,81.8,12.84,35
2663,46,88.68,89.85,10.54,63
2664,34,96.33,81.57,17.98,16
2665,30,80.25,83.11,6.47,16
2666,29,74.79,91.48,5.57,52
2667,33,85.59,65.39,5.18,12
2668,48,27.55,70.21,6.15,50
2669,43,21.5,71.78,17.97,17
2670,16,50.12,84.09,20.98,63
2671,9,35.65,98.37,15.35,25
2672,18,26.85,80.0,11.94,34
2673,46,63.88,77.62,6.75,20
2674,50,36.61,70.14,12.53,14
2675,5,59.88,80.83,6.28,39
2676,25,62.6,95.67,18.19,16
2677,43,20.85,71.85,5.18,55
2678,22,96.43,66.55,24.97,21
2679,35,98.4,76.0,22.29,69
2680,21,34.06,61.5,13.76,68
2681,31,63.84,84.14,5.93,45
2682,47,21.67,80.29,13.63,23
2683,30,96.25,91.79,24.73,44
2684,19,77.24,80.14,12.87,37
2685,33,57.57,68.94,16.87,28
2686,22,28.41,75.64,23.11,68
2687,34,92.62,74.91,18.5,30
2688,5,60.31,99.92,10.92,22
2689,29,90.12,76.35,5.96,50
2690,13,54.23,75.23,24.41,39
2691,9,55.53,60.94,6.92,36
2692,10,25.01,68.52,16.99,15
2693,8,74.9,96.4,23.19,50
2694,44,61.31,88.45,7.28,32
2695,32,20.92,77.21,10.62,66
2696,27,20.1,64.83,22.24,50
2697,8,79.29,77.01,20.82,25
2698,11,73.75,92.0,8.66,52
2699,44,36.33,86.57,8.99,28
2700,30,78.64,68.92,20.59,68
2701,40,74.49,76.78,12.44,15
2702,37,40.8,78.81,8.93,14
2703,22,55.35,86.28,16.17,53
2704,15,59.1,69.28,8.35,45
2705,33,37.93,79.54,24.24,64
2706,5,52.39,81.29,21.57,24
2707,32,81.0,98.0,12.69,57
2708,7,98.24,97.07,24.81,17
2709,23,77.55,61.3,10.45,17
2710,13,75.85,92.08,12.22,49
2711,34,65.89,76.58,21.1,48
2712,50,49.72,62.95,15.46,50
2713,14,20.03,76.31,14.76,48
2714,49,46.8,89.21,6.78,43
2715,18,41.59,85.21,6.97,53
2716,12,91.17,94.2,6.88,66
2717,22,36.49,96.57,17.66,33
2718,33,57.05,65.48,21.68,45
2719,29,93.4,89.25,9.58,69
2720,40,62.35,77.61,23.42,19
2721,7,27.1,69.54,8.74,10
2722,20,98.15,97.55,10.02,39
2723,45,40.33,96.96,10.64,17
2724,9,81.15,66.9,17.06,60
2725,29,32.03,63.08,12.22,66
2726,36,52.52,75.49,18.7,43
2727,36,60.65,66.34,5.46,51
2728,8,28.0,66.05,23.28,35
2729,26,87.5,75.12,6.97,15
2730,8,41.09,75.94,18.63,67
2731,27,20.54,65.55,19.54,41
2732,27,68.45,65.73,21.26,20
2733,30,56.09,73.58,6.8,59
2734,39,88.77,65.82,23.07,55
2735,6,70.44,78.28,6.54,21
2736,42,83.22,95.96,16.82,22
2737,34,79.12,60.43,13.63,66
2738,12,75.95,87.38,12.79,59
2739,50,66.98,65.49,13.58,47
2740,36,47.11,88.65,11.17,27
2741,25,28.3,96.65,8.23,55
2742,40,26.81,86.1,13.91,52
2743,29,21.49,61.5,10.16,27
2744,35,90.58,99.32,18.51,36
2745,10,80.38,85.07,13.47,64
2746,36,94.47,75.97,15.76,60
2747,36,37.38,74.37,22.65,63
2748,41,20.41,84.32,20.22,49
2749,46,27.24,66.35,9.08,41
2750,31,74.27,74.12,18.15,42
2751,28,81.11,87.02,10.85,50
2752,45,85.26,81.55,15.63,60
2753,13,32.35,89.27,16.31,22
2754,38,41.84,99.16,14.95,66
2755,15,89.17,78.71,7.47,32
2756,15,99.5,69.84,16.41,58
2757,27,29.26,79.41,22.56,11
2758,23,93.36,71.54,16.91,50
2759,10,26.87,94.04,16.14,20
2760,35,84.87,67.07,14.81,16
2761,34,93.52,76.57,21.41,32
2762,45,47.26,93.09,23.2,20
2763,39,93.61,63.62,9.85,68
2764,35,74.36,92.85,21.13,56
2765,33,57.79,77.81,15.06,21
2766,26,54.13,98.26,22.16,56
2767,23,57.64,91.79,6.05,56
2768,17,28.41,67.15,11.33,43
2769,48,37.25,64.74,24.2,11
2770,12,89.72,60.8,14.28,24
2771,12,59.44,95.24,12.13,45
2772,39,35.54,84.99,19.86,59
2773,16,86.03,88.04,7.75,24
2774,44,39.44,87.27,15.59,56
2775,39,50.34,98.35,23.44,17
2776,8,43.17,80.47,12.19,45
2777,20,75.0,92.75,5.36,23
2778,18,55.43,62.37,9.39,16
2779,26,68.22,67.8,13.79,36
2780,46,76.19,87.66,16.88,16
2781,32,87.9,65.0,7.13,29
2782,14,91.15,66.02,20.79,70
2783,46,79.51,76.86,9.61,35
2784,28,80.54,73.51,5.89,47
2785,44,41.77,65.46,24.67,49
2786,24,50.52,60.79,11.94,12
2787,32,22.91,79.99,12.93,40
2788,28,58.46,90.9,19.46,46
2789,38,40.52,96.08,20.24,54
2790,24,73.95,90.29,7.83,11
2791,40,55.13,80.18,13.96,58
2792,32,70.36,95.86,12.15,45
2793,47,82.29,78.36,6.02,25
2794,9,60.26,72.94,11.03,22
2795,15,64.02,83.02,10.25,19
2796,26,73.33,78.56,5.37,55
2797,15,50.41,97.49,5.83,33
2798,25,85.28,62.56,7.56,67
2799,31,33.8,61.92,13.92,65
2800,34,39.7,79.28,20.84,51
2801,10,58.92,95.28,7.24,57
2802,37,63.79,99.65,21.95,42
2803,20,68.01,83.18,18.17,66
2804,15,36.09,85.11,14.53,64
2805,39,27.48,86.27,5.78,49
2806,34,44.71,72.14,23.89,13
2807,11,85.71,82.37,22.73,34
2808,47,91.35,66.4,22.32,63
2809,23,45.05,84.69,12.5,61
2810,18,78.66,93.92,19.18,50
2811,45,39.51,68.28,13.53,63
2812,48,97.34,73.29,21.32,34
2813,30,26.55,65.65,13.91,40
2814,11,30.39,64.58,14.07,59
2815,35,90.53,62.9,24.14,50
2816,33,39.73,94.17,5.55,67
2817,7,96.41,77.15,7.44,68
2818,47,54.06,96.17,17.94,13
2819,9,64.61,73.82,22.53,18
2820,35,46.67,84.67,15.61,55
2821,41,37.16,73.47,7.01,63
2822,41,56.43,77.87,13.41,50
2823,29,59.17,76.46,19.38,61
2824,19,71.49,67.27,23.42,40
2825,15,21.96,61.86,21.61,70
2826,49,30.11,99.4,12.07,31
2827,10,59.47,60.98,14.38,51
2828,39,75.09,92.94,23.31,33
2829,50,45.34,69.03,13.14,11
2830,46,83.96,85.91,15.41,54
2831,48,74.55,74.7,20.09,27
2832,43,79.6,69.92,7.08,37
2833,41,29.18,93.58,18.41,32
2834,33,22.51,67.42,16.93,37
2835,50,23.74,62.33,23.23,61
2836,38,56.02,64.46,7.97,50
2837,26,21.02,90.97,16.19,70
2838,5,72.26,89.43,6.34,48
2839,33,31.73,99.45,6.86,50
2840,27,64.86,80.27,12.79,33
2841,20,22.81,73.72,9.39,27
2842,35,58.63,73.55,16.49,46
2843,37,62.94,75.04,19.22,19
2844,17,68.51,77.82,17.93,12
2845,17,24.59,92.29,11.71,10
2846,33,60.87,90.58,16.07,33
2847,38,83.36,64.63,6.26,64
2848,6,84.14,88.04,19.9,23
2849,7,20.61,77.81,22.13,44
2850,6,26.82,83.38,14.45,49
2851,7,30.43,98.8,11.52,23
2852,29,29.78,83.08,18.26,36
2853,39,86.93,73.27,17.36,29
2854,18,69.86,78.97,12.45,53
2855,34,47.57,83.81,12.51,25
2856,24,49.23,98.26,12.18,44
2857,31,53.17,83.84,17.91,16
2858,33,54.29,88.44,18.33,18
2859,9,99.04,93.02,6.31,22
2860,40,83.28,67.54,16.6,18
2861,6,87.38,61.77,15.58,43
2862,30,88.16,72.48,16.26,64
2863,45,96.78,96.18,15.78,11
2864,44,44.99,90.15,10.34,65
2865,29,56.77,68.38,9.96,52
2866,8,40.81,66.34,20.07,65
2867,14,70.99,69.48,18.65,63
2868,34,40.0,86.03,15.48,33
2869,27,65.48,77.87,6.66,51
2870,16,45.61,76.82,11.23,40
2871,32,41.12,88.72,14.31,58
2872,7,81.13,82.54,15.03,13
2873,35,71.93,98.04,13.05,31
2874,30,58.82,90.23,6.81,48
2875,30,58.59,76.45,19.37,66
2876,12,56.72,60.57,15.26,69
2877,41,51.29,91.99,7.37,46
2878,29,20.63,68.6,7.81,11
2879,18,33.91,93.49,7.59,19
2880,11,64.07,66.12,14.83,14
2881,37,56.82,77.59,24.07,64
2882,24,98.27,76.36,11.47,64
2883,44,37.64,65.52,17.78,12
2884,44,88.95,96.42,21.23,13
2885,45,20.76,98.47,12.28,39
2886,34,90.11,76.96,11.97,61
2887,30,32.59,81.95,20.53,40
2888,37,97.1,99.87,19.28,16
2889,33,42.73,97.48,19.06,25
2890,40,59.58,61.14,15.25,16
2891,10,75.73,69.5,14.44,69
2892,5,37.06,78.1,10.11,25
2893,18,98.93,90.12,20.55,36
2894,49,21.9,78.1,15.15,31
2895,6,47.32,68.31,18.08,53
2896,41,80.72,65.46,15.32,23
2897,25,75.91,74.67,6.3,22
2898,23,68.35,93.62,11.32,26
2899,32,32.19,85.54,5.94,17
2900,49,90.54,92.49,8.02,18
2901,35,53.43,81.32,24.92,46
2902,8,94.58,95.21,18.16,25
2903,25,64.46,67.03,12.28,56
2904,39,57.43,96.75,24.65,52
2905,28,32.21,67.77,6.78,34
2906,31,60.47,72.37,23.68,14
2907,15,84.84,86.66,23.8,38
2908,12,86.23,63.24,7.19,62
2909,22,67.51,82.57,5.6,14
2910,38,33.01,66.06,20.59,45
2911,5,20.48,60.36,18.64,56
2912,20,94.6,64.33,18.87,20
2913,37,20.53,91.1,13.78,24
2914,11,65.48,89.1,15.44,26
2915,31,66.06,74.35,5.13,53
2916,14,46.83,77.55,20.19,55
2917,20,23.98,60.66,16.1,46
2918,26,39.65,97.55,23.81,66
2919,13,55.64,88.44,12.78,25
2920,29,42.5,70.35,12.25,61
2921,27,36.37,69.41,17.16,19
2922,11,37.62,91.26,5.93,59
2923,34,39.74,64.57,20.99,32
2924,25,70.54,85.65,20.01,36
2925,5,21.88,75.3,18.49,69
2926,12,42.39,65.88,18.61,53
2927,38,60.55,87.92,11.37,69
2928,11,97.71,85.98,12.9,32
2929,30,83.25,98.09,11.6,10
2930,42,27.17,73.68,23.47,35
2931,29,89.95,79.67,16.2,32
2932,34,48.81,78.66,19.45,28
2933,30,63.37,61.44,23.64,11
2934,7,76.91,82.97,24.43,27
2935,36,91.14,93.7,16.4,44
2936,8,49.44,89.09,24.4,62
2937,31,87.66,77.11,10.84,29
2938,23,86.83,65.72,23.99,59
2939,50,97.47,93.54,20.44,20
2940,20,74.15,94.43,20.41,16
2941,49,62.43,84.57,6.7,31
2942,29,37.81,77.59,19.45,23
2943,50,93.91,76.21,23.15,57
2944,37,53.6,80.77,11.32,43
2945,20,95.33,63.47,20.8,63
2946,16,83.66,76.3,15.9,23
2947,14,71.09,78.12,22.4,15
2948,44,23.81,75.85,18.21,48
2949,31,61.17,85.93,18.35,37
2950,42,81.52,62.7,15.69,10
2951,23,90.64,65.68,21.32,46
2952,8,51.34,87.31,20.51,43
2953,18,85.16,64.12,22.3,60
2954,9,71.54,66.1,12.08,23
2955,22,28.58,69.89,6.0,61
2956,47,56.02,76.77,5.05,21
2957,28,50.32,68.69,9.81,50
2958,37,95.71,84.08,19.75,13
2959,47,90.48,66.32,12.12,62
2960,19,57.12,91.74,23.54,16
2961,7,66.41,76.78,8.1,65
2962,5,28.59,95.12,9.15,65
2963,20,48.09,90.3,14.24,56
2964,47,84.78,95.2,7.09,44
2965,10,45.01,96.94,6.2,47
2966,16,45.04,90.86,21.63,40
2967,5,59.52,81.79,10.05,67
2968,43,46.96,83.18,10.07,54
2969,17,72.93,69.09,23.77,43
2970,28,72.49,67.0,8.46,59
2971,16,66.34,94.88,19.66,49
2972,24,81.13,88.62,11.07,24
2973,32,35.73,98.46,15.08,59
2974,9,64.39,71.24,20.87,44
2975,19,91.41,64.29,19.81,15
2976,41,62.93,71.65,21.33,47
2977,47,59.96,65.14,9.36,30
2978,5,54.76,71.23,20.29,56
2979,14,96.31,92.27,11.35,66
2980,10,76.2,93.73,12.14,16
2981,15,52.75,83.86,20.86,62
2982,50,31.0,79.53,11.81,22
2983,39,99.78,63.24,18.99,43
2984,20,75.64,82.2,8.34,23
2985,10,42.12,75.83,6.56,19
2986,6,75.1,89.22,12.1,24
2987,21,63.71,84.68,5.02,19
2988,45,99.42,89.21,21.2,19
2989,26,87.61,97.35,8.0,57
2990,38,45.46,64.97,9.28,37
2991,15,70.75,97.3,24.51,66
2992,21,56.61,95.27,17.3,44
2993,30,41.43,93.51,21.47,56
2994,31,94.35,89.85,12.75,17
2995,20,71.12,86.52,11.8,19
2996,41,75.34,99.76,9.99,26
2997,33,31.8,82.24,7.77,69
2998,42,39.97,95.35,15.61,50
2999,25,53.84,77.8,23.93,11
3000,30,52.58,84.14,9.66,42
3001,21,32.84,64.33,7.9,53
3002,31,76.27,77.22,13.24,13
3003,14,49.17,94.71,21.79,63
3004,29,68.15,98.87,11.55,50
3005,16,27.26,67.27,24.34,70
3006,24,89.81,91.48,19.54,31
3007,7,52.28,79.22,18.01,30
3008,12,31.62,97.37,9.93,41
3009,47,75.89,78.57,21.77,35
3010,20,75.28,64.74,5.69,69
3011,5,77.9,95.25,7.66,46
3012,5,82.11,79.41,14.48,19
3013,26,97.48,69.22,21.17,35
3014,39,44.41,64.6,24.02,51
3015,11,63.02,82.0,16.77,37
3016,49,36.43,89.81,11.59,47
3017,16,38.87,63.18,8.41,56
3018,30,95.22,82.53,16.31,42
3019,39,68.44,87.74,22.13,34
3020,38,64.45,98.28,15.01,45
3021,12,95.8,82.49,20.34,40
3022,34,95.35,72.0,22.99,57
3023,37,89.67,65.7,22.01,67
3024,19,59.55,62.9,21.56,56
3025,44,52.42,80.22,10.33,30
3026,50,41.47,74.62,24.79,27
3027,24,61.04,79.75,21.34,12
3028,20,21.02,65.71,6.89,64
3029,17,89.55,88.81,8.05,67
3030,12,85.33,87.85,10.64,57
3031,9,29.54,61.65,22.05,51
3032,50,65.04,83.66,22.31,31
3033,19,26.73,69.77,5.64,22
3034,44,35.74,90.92,9.54,51
3035,41,48.34,61.15,16.01,43
3036,43,45.59,99.38,8.5,46
3037,26,37.62,82.35,5.15,43
3038,8,89.74,98.99,24.22,25
3039,28,49.21,73.97,5.75,57
3040,18,87.18,97.26,9.03,42
3041,37,76.88,80.09,20.99,36
3042,37,84.66,69.51,13.99,15
3043,41,74.86,93.08,9.22,43
3044,22,64.3,72.03,7.17,11
3045,12,27.58,95.02,16.71,47
3046,25,55.87,91.61,12.94,33
3047,23,84.89,89.44,12.17,43
3048,22,25.95,83.82,16.93,50
3049,33,48.64,99.2,21.5,70
3050,12,44.49,68.18,16.24,38
3051,34,24.75,87.64,5.96,56
3052,37,41.45,64.63,20.42,21
3053,36,23.06,90.51,18.62,19
3054,18,45.44,92.22,21.02,49
3055,10,93.6,87.0,17.65,48
3056,50,93.5,66.13,9.54,20
3057,45,54.7,94.81,19.85,39
3058,37,25.91,82.11,15.33,14
3059,24,80.46,89.23,6.17,61
3060,23,38.3,79.51,8.72,67
3061,9,48.48,60.73,12.3,12
3062,31,31.82,62.74,7.79,17
3063,35,66.74,66.74,12.52,18
3064,29,33.41,76.81,17.32,32
3065,22,97.54,82.91,22.05,38
3066,34,46.76,92.84,11.79,50
3067,26,60.43,73.93,23.67,33
3068,39,91.44,62.48,13.01,37
3069,41,55.12,67.03,7.87,15
3070,11,35.68,63.11,23.7,64
3071,50,73.51,79.44,16.69,60
3072,33,92.75,75.06,19.47,39
3073,42,74.0,76.32,6.95,61
3074,5,48.35,97.62,15.8,42
3075,14,83.93,66.56,18.73,46
3076,38,82.52,68.66,14.16,42
3077,37,94.67,76.9,16.15,41
3078,45,57.07,99.21,15.12,53
3079,28,83.62,82.81,9.35,57
3080,38,48.38,81.27,23.7,16
3081,45,45.78,98.42,13.87,31
3082,27,57.61,66.32,11.4,39
3083,44,59.86,78.64,9.63,49
3084,36,83.79,67.43,22.43,57
3085,38,64.92,69.18,23.75,48
3086,5,38.62,87.61,13.41,18
3087,40,59.55,74.46,23.14,30
3088,42,29.72,89.65,9.59,60
3089,37,73.77,72.93,6.46,10
3090,22,52.24,76.23,14.09,66
3091,5,82.03,95.29,12.07,33
3092,44,68.92,66.82,6.34,14
3093,42,87.12,76.76,22.57,57
3094,5,31.97,80.94,19.43,66
3095,45,76.68,98.21,21.75,36
3096,21,56.95,76.27,10.99,70
3097,45,27.61,75.0,20.37,24
3098,24,49.73,80.07,6.9,27
3099,28,61.92,71.35,5.45,52
3100,8,69.41,94.39,15.67,42
3101,20,22.78,70.04,18.08,31
3102,45,20.32,70.29,12.77,54
3103,37,30.31,81.62,20.87,24
3104,49,68.0,87.29,16.34,70
3105,42,39.84,80.06,7.22,20
3106,20,50.17,66.86,16.81,58
3107,38,35.34,99.32,15.34,40
3108,22,59.45,99.61,10.58,54
3109,7,23.28,95.68,21.79,39
3110,43,35.46,90.35,24.47,32
3111,31,42.5,97.66,22.35,34
3112,41,84.27,87.84,17.35,61
3113,21,46.42,61.92,10.6,21
3114,34,43.65,66.38,10.32,61
3115,27,73.31,61.09,20.83,60
3116,39,49.73,82.5,9.27,28
3117,33,89.79,79.8,12.46,38
3118,10,88.28,73.33,14.1,26
3119,35,25.45,89.35,12.1,48
3120,7,24.34,78.35,16.75,41
3121,50,27.14,69.99,11.41,32
3122,45,52.68,84.52,12.42,25
3123,37,70.27,76.02,9.93,55
3124,28,81.91,63.79,9.84,49
3125,35,39.84,87.88,19.81,69
3126,38,92.92,63.53,14.89,21
3127,14,79.99,78.41,20.26,28
3128,21,48.15,87.44,11.19,60
3129,8,26.55,63.6,10.28,15
3130,48,99.41,69.98,18.45,38
3131,6,38.91,89.25,11.03,61
3132,34,44.12,86.2,22.25,27
3133,25,54.98,79.84,12.76,10
3134,11,63.65,78.34,9.61,20
3135,30,40.5,92.82,5.94,18
3136,43,84.86,88.5,24.23,66
3137,32,94.8,78.28,13.96,52
3138,27,53.93,78.33,18.11,29
3139,44,38.91,66.38,16.93,45
3140,24,82.79,65.45,17.73,62
3141,15,42.2,99.81,19.33,51
3142,41,69.7,93.17,22.7,66
3143,40,38.13,82.0,9.52,17
3144,12,53.51,77.9,21.24,56
3145,42,23.28,80.36,8.11,26
3146,15,21.25,61.12,12.62,25
3147,38,27.54,75.25,18.17,50
3148,48,90.97,93.12,20.98,42
3149,40,45.75,60.05,9.5,52
3150,39,56.81,70.54,12.55,32
3151,21,83.54,63.46,12.27,62
3152,13,31.43,60.42,18.52,21
3153,31,27.78,80.39,23.67,56
3154,32,96.26,75.67,22.61,69
3155,23,59.91,99.21,5.61,58
3156,18,74.19,62.34,12.96,62
3157,20,97.89,77.89,5.61,13
3158,10,77.75,65.05,16.39,21
3159,24,28.04,74.79,24.57,25
3160,5,43.67,98.74,21.47,47
3161,5,54.53,72.2,12.66,22
3162,45,42.11,97.06,8.31,12
3163,21,59.3,83.25,8.68,65
3164,18,94.2,83.92,21.15,17
3165,26,77.62,87.21,14.4,25
3166,14,70.83,83.33,11.95,58
3167,42,78.84,89.35,22.08,41
3168,14,59.89,81.59,16.12,70
3169,8,86.8,95.48,9.87,23
3170,33,38.83,70.24,12.95,17
3171,13,80.54,82.11,23.46,29
3172,40,47.25,84.53,19.2,70
3173,37,37.53,79.54,20.69,12
3174,37,21.3,88.31,19.87,32
3175,11,50.57,65.1,23.2,46
3176,9,30.48,62.78,17.31,30
3177,48,46.58,74.18,20.78,65
3178,24,69.32,95.06,10.79,52
3179,22,64.37,88.12,21.49,35
3180,14,62.1,63.84,10.25,14
3181,40,71.42,62.93,18.77,58
3182,36,52.75,62.52,22.99,57
3183,20,49.09,72.66,16.76,12
3184,13,39.74,71.7,7.87,67
3185,35,22.01,95.45,5.67,28
3186,50,81.75,83.48,24.8,69
3187,13,39.77,86.03,16.9,37
3188,16,72.26,69.93,5.45,56
3189,30,35.52,97.44,15.98,53
3190,6,20.01,79.45,14.28,50
3191,20,75.33,96.66,7.43,43
3192,23,64.18,81.67,7.01,52
3193,26,21.59,61.53,15.81,58
3194,32,99.75,85.57,5.72,32
3195,20,27.77,90.63,5.67,35
3196,33,38.64,70.08,24.53,11
3197,32,25.45,67.13,21.58,29
3198,31,21.88,79.11,13.94,19
3199,37,29.71,95.17,22.22,65
3200,45,51.99,64.33,9.42,17
3201,6,45.66,74.41,13.38,11
3202,31,80.53,68.8,14.44,62
3203,24,83.73,74.25,14.62,54
3204,42,20.19,60.79,12.94,50
3205,27,88.82,67.1,10.83,16
3206,30,72.31,68.9,17.52,39
3207,11,77.44,82.98,6.32,58
3208,26,29.31,97.7,7.67,34
3209,50,60.15,72.59,13.85,55
3210,31,29.72,73.68,19.3,38
3211,21,94.79,84.27,17.05,70
3212,14,99.94,84.66,9.5,54
3213,15,29.85,69.35,10.22,62
3214,40,37.66,87.18,13.58,41
3215,36,67.24,99.08,12.66,62
3216,36,80.29,87.99,20.99,11
3217,40,62.13,83.26,18.48,58
3218,40,48.91,65.04,12.25,55
3219,44,89.13,80.31,8.06,15
3220,31,59.04,91.01,23.8,44
3221,23,43.4,67.88,15.77,32
3222,18,44.6,98.8,18.38,41
3223,50,91.7,99.22,7.94,20
3224,30,21.71,65.51,24.56,24
3225,40,20.09,67.84,16.79,17
3226,41,23.13,61.69,12.92,16
3227,23,40.72,64.88,16.64,50
3228,45,88.84,62.93,14.01,68
3229,27,65.24,86.02,24.39,26
3230,45,66.41,62.16,21.36,24
3231,50,53.54,84.96,13.56,45
3232,7,40.95,84.19,14.36,28
3233,42,51.0,73.57,9.08,68
3234,20,49.52,99.64,5.93,43
3235,17,40.18,97.87,16.91,13
3236,27,48.18,66.61,9.51,44
3237,47,92.66,76.47,12.17,26
3238,17,75.72,62.03,8.98,49
3239,21,98.78,77.08,20.91,48
3240,13,52.38,65.49,9.14,41
3241,16,74.26,81.55,6.9,42
3242,50,28.28,97.77,15.07,57
3243,32,40.42,67.96,23.05,24
3244,33,59.52,91.05,21.22,58
3245,47,45.7,97.15,23.17,51
3246,34,84.48,97.77,15.85,33
3247,40,29.43,96.99,8.64,62
3248,50,67.99,68.67,5.97,51
3249,11,36.2,89.27,15.68,25
3250,15,35.21,93.22,17.97,70
3251,13,45.12,60.36,11.98,67
3252,27,28.26,75.97,24.67,25
3253,40,66.62,83.07,9.0,17
3254,28,26.02,72.77,11.64,51
3255,19,82.93,93.13,8.0,61
3256,38,64.82,90.58,10.52,22
3257,12,66.52,84.69,13.7,45
3258,27,24.37,88.07,12.18,64
3259,28,22.82,83.9,7.26,41
3260,19,92.38,75.83,22.19,54
3261,48,35.3,96.93,6.41,67
3262,26,89.88,87.56,20.53,26
3263,24,53.82,69.58,13.52,15
3264,29,25.03,92.68,21.35,40
3265,47,59.82,86.67,19.69,67
3266,31,74.23,68.54,6.93,13
3267,48,99.06,68.99,17.9,58
3268,45,96.63,95.43,9.13,24
3269,11,42.02,89.28,9.79,31
3270,47,78.55,67.72,16.03,67
3271,44,29.28,68.37,9.58,11
3272,47,47.24,79.85,8.87,58
3273,48,98.86,81.86,21.45,48
3274,31,30.78,68.87,12.84,31
3275,11,93.4,67.56,20.97,23
3276,28,73.76,98.89,20.06,38
3277,16,48.86,97.84,17.02,53
3278,23,98.19,75.58,22.98,24
3279,38,70.68,90.98,17.35,67
3280,37,48.36,84.51,11.57,26
3281,47,41.62,63.18,15.03,64
3282,48,58.43,99.03,21.68,70
3283,42,52.62,84.9,13.74,54
3284,35,48.94,90.36,22.99,29
3285,36,97.46,70.55,15.82,30
3286,9,71.4,78.52,18.23,44
3287,18,33.58,67.17,20.79,20
3288,6,25.51,71.18,7.72,60
3289,49,89.94,73.74,13.8,37
3290,50,86.32,80.6,9.7,60
3291,35,81.39,85.19,12.22,48
3292,33,87.79,96.48,17.94,29
3293,33,74.75,80.33,11.13,13
3294,12,54.91,81.55,6.76,38
3295,21,79.6,69.88,23.77,58
3296,13,24.4,81.27,14.73,37
3297,33,62.0,90.95,5.87,23
3298,49,61.33,83.82,15.53,61
3299,10,90.77,72.47,17.25,32
3300,21,29.2,82.54,15.79,37
3301,45,57.15,60.49,16.54,35
3302,24,22.47,93.91,14.78,55
3303,20,33.88,80.82,10.33,51
3304,10,92.14,62.48,19.59,58
3305,30,56.47,99.14,24.94,61
3306,29,29.62,91.22,9.12,41
3307,21,35.07,80.81,13.3,67
3308,32,25.19,89.34,19.88,33
3309,40,79.12,69.98,18.49,40
3310,34,42.68,88.66,21.54,42
3311,9,32.27,83.2,22.17,39
3312,23,32.28,73.09,18.17,18
3313,7,74.18,83.21,7.0,56
3314,28,30.87,69.23,24.53,10
3315,22,66.99,63.36,13.3,60
3316,8,77.35,70.57,18.64,55
3317,23,78.49,83.77,20.3,32
3318,12,82.76,96.76,17.25,50
3319,31,98.84,63.85,11.14,52
3320,10,29.74,82.93,15.87,19
3321,6,67.58,73.05,7.49,24
3322,46,57.67,73.05,7.76,39
3323,9,78.13,78.68,18.7,13
3324,42,94.47,81.26,11.88,41
3325,40,45.53,89.12,6.85,42
3326,37,27.28,72.47,19.51,49
3327,34,33.45,94.48,22.44,53
3328,25,90.19,60.62,14.98,29
3329,33,38.31,72.55,16.87,59
3330,42,72.04,86.19,9.56,46
3331,8,59.48,75.1,24.59,61
3332,18,24.21,68.11,9.42,26
3333,6,87.21,98.03,19.5,65
3334,7,85.8,81.86,5.59,66
3335,9,48.67,69.22,20.72,24
3336,38,70.8,72.92,10.87,31
3337,27,62.87,76.18,11.67,59
3338,46,90.99,94.01,13.49,35
3339,44,52.72,73.04,8.7,20
3340,50,73.9,79.87,13.28,48
3341,45,80.21,88.39,14.85,27
3342,30,64.78,68.1,21.31,37
3343,7,30.05,64.01,21.84,38
3344,9,71.16,65.11,5.97,67
