sample_id,current_usage_mw,avg_usage_last_year,peak_demand_mw,grid_stability,renewable_percentage
3725,902.66,826.48,1422.39,77.64,28.6
3726,653.2,728.78,1309.66,90.89,14.93
3727,1239.75,1025.55,1033.84,85.83,14.62
3728,780.92,850.88,962.13,81.37,29.95
3729,1040.74,944.6,1061.93,94.5,19.99
3730,1295.48,774.75,1282.87,79.48,38.16
3731,1180.67,768.03,1382.93,84.69,17.09
3732,674.76,889.54,1404.59,85.22,10.76
3733,619.3,968.7,965.32,99.95,17.5
3734,914.61,919.23,936.06,82.93,10.92
3735,953.9,956.02,1246.76,83.77,17.24
3736,784.07,1030.97,958.1,94.79,19.19
3737,1096.79,935.61,1282.45,98.55,24.54
3738,718.07,1051.6,1297.39,94.16,14.66
3739,1130.34,877.41,918.22,77.09,23.02
3740,1138.74,986.93,968.67,86.26,13.62
3741,868.67,760.31,1442.35,91.3,35.75
3742,701.41,1067.0,1014.34,78.92,28.17
3743,685.08,1043.57,1072.31,79.33,38.26
3744,788.06,895.2,1428.32,94.14,27.8
3745,764.57,970.28,1179.04,89.83,39.43
3746,1025.42,1095.4,1128.92,88.57,24.65
3747,847.56,777.19,1326.19,86.02,16.12
3748,1015.8,705.6,1289.13,88.38,31.61
3749,968.24,1051.28,1204.41,80.07,23.93
3750,1000.92,810.72,1103.81,83.1,29.82
3751,966.35,1014.94,1203.19,95.42,15.02
3752,660.26,926.72,1031.0,92.2,10.82
3753,622.26,1038.13,1263.09,97.24,27.09
3754,1195.6,1037.86,1218.44,96.48,39.44
3755,941.29,933.36,1045.16,89.51,34.4
3756,1018.76,900.13,956.29,82.25,16.64
3757,1026.52,972.86,1062.14,89.97,21.65
3758,726.37,918.13,1160.06,96.73,13.32
3759,681.24,977.5,1462.4,91.02,14.98
3760,893.64,735.7,1081.91,95.86,37.34
3761,853.51,812.89,1394.23,85.89,24.44
3762,740.09,895.83,1378.83,89.77,38.35
3763,1187.76,922.1,1030.38,84.37,11.68
3764,1111.2,786.08,907.06,97.52,23.24
3765,824.55,986.09,1309.42,97.6,15.78
3766,744.51,790.93,1318.32,80.31,35.84
3767,838.4,800.62,1064.92,86.0,23.75
3768,1241.49,947.25,1371.83,79.32,19.31
3769,1285.48,715.92,1498.09,94.8,19.37
3770,1046.42,939.38,1467.17,88.86,24.86
3771,1245.28,971.63,1284.2,82.84,17.74
3772,1259.98,799.48,944.8,86.73,14.73
3773,695.68,718.33,921.27,85.24,38.2
3774,762.29,754.4,1177.33,75.23,37.47
3775,983.58,752.82,1326.21,86.51,39.73
3776,1045.11,720.45,1118.9,82.7,18.42
3777,1190.03,1036.87,1047.01,81.65,27.25
3778,615.66,1075.5,959.26,98.12,22.42
3779,666.62,952.17,1017.83,83.07,37.44
3780,1132.33,752.26,983.45,86.98,34.45
3781,821.07,1066.11,1140.48,96.08,15.94
3782,978.86,932.31,916.61,82.4,10.03
3783,718.55,829.09,1249.78,85.95,17.27
3784,1144.8,982.84,1278.98,91.92,25.05
3785,622.16,758.09,1203.67,80.45,37.21
3786,785.12,1049.41,1226.78,83.08,36.22
3787,1202.22,706.92,1031.16,85.41,31.87
3788,1162.62,1093.35,949.68,92.98,30.71
3789,847.15,973.27,1435.66,78.43,37.93
3790,970.2,850.23,1402.0,77.93,39.94
3791,996.96,705.74,1244.3,93.8,13.32
3792,764.08,969.13,917.45,75.82,18.29
3793,625.58,727.78,1033.21,92.14,27.94
3794,665.03,1046.51,1238.51,81.85,30.35
3795,979.72,973.91,1001.0,80.77,38.74
3796,973.11,961.25,1193.95,91.51,30.05
3797,640.03,882.04,1092.95,83.98,18.25
3798,1086.22,797.58,1466.06,94.5,36.83
3799,837.9,788.96,1363.67,94.73,30.38
3800,848.38,987.31,1018.5,85.36,28.58
3801,652.21,1012.42,1305.84,82.78,10.12
3802,1044.37,792.93,1171.14,80.38,36.93
3803,1107.27,985.72,1321.54,84.64,22.31
3804,616.48,1086.66,1344.91,83.55,24.83
3805,776.06,1019.12,991.48,81.13,32.7
3806,753.64,825.63,1086.46,85.24,39.13
3807,1224.01,1053.86,1362.16,83.48,13.14
3808,924.77,870.0,1164.43,89.82,19.64
3809,653.96,1075.84,1450.28,87.04,39.26
3810,818.98,880.85,1200.35,91.64,17.32
3811,1282.19,848.46,907.23,88.56,28.92
3812,820.39,875.8,1100.71,78.24,11.62
3813,1169.97,998.89,1083.41,91.49,39.32
3814,1274.51,804.55,1019.21,75.13,24.69
3815,689.55,762.28,1204.05,88.78,30.1
3816,1247.62,922.28,1289.09,96.13,33.08
3817,825.23,753.68,1266.06,92.29,17.54
3818,729.83,1083.19,1152.91,85.92,33.82
3819,1269.44,977.92,1043.83,90.39,30.64
3820,874.05,947.07,1075.56,93.08,21.54
3821,1223.07,772.56,1158.01,99.04,26.17
3822,1134.24,920.41,1488.58,86.39,27.67
3823,606.49,764.04,1450.87,87.78,26.03
3824,1132.4,879.72,1376.06,93.34,27.72
3825,605.67,992.78,1228.55,78.62,38.01
3826,790.12,822.4,1247.69,79.12,11.3
3827,944.89,804.0,986.75,77.04,23.58
3828,743.49,1018.29,928.16,80.43,29.7
3829,1156.5,889.44,975.12,81.71,17.14
3830,834.85,787.51,1329.28,99.8,36.97
3831,1102.67,724.03,1483.5,76.83,19.82
3832,1120.15,767.42,1393.0,95.41,22.19
3833,690.51,733.52,1413.35,77.83,31.78
3834,900.91,831.96,928.36,75.07,19.41
3835,1292.35,1017.94,977.87,98.71,24.11
3836,746.33,828.03,1330.52,77.6,36.94
3837,709.22,788.25,1260.59,86.03,24.46
3838,706.99,759.51,1340.52,98.0,14.02
3839,983.21,893.08,1197.58,94.4,17.03
3840,922.11,990.57,1013.05,90.93,29.38
3841,832.02,1032.58,1450.99,91.7,12.2
3842,690.63,1086.12,1434.0,89.79,34.81
3843,1145.28,870.5,1468.02,90.38,17.26
3844,827.71,1085.17,1266.22,90.08,22.26
3845,1062.49,943.53,964.9,88.12,32.06
3846,1008.54,725.45,1215.25,88.96,15.55
3847,817.55,801.15,1466.43,77.64,22.36
3848,723.32,1074.33,1420.25,89.22,31.33
3849,655.33,1023.45,1325.51,94.27,36.89
3850,772.92,813.87,1221.86,97.87,22.15
3851,1011.59,763.67,1027.4,86.64,29.31
3852,957.71,1094.06,1334.96,82.63,12.88
3853,1139.56,820.18,1370.71,99.16,10.52
3854,894.8,1075.48,1294.81,89.62,16.2
3855,1171.79,924.9,1159.81,84.99,11.83
3856,864.47,1072.97,1352.65,91.31,12.02
3857,637.28,779.32,1296.63,92.09,31.99
3858,732.46,1015.68,1039.47,81.14,26.98
3859,875.89,731.41,1024.0,78.15,18.8
3860,1003.62,816.99,1390.51,88.74,25.98
3861,907.63,851.82,1158.75,93.96,18.01
3862,1173.04,859.03,1087.08,75.79,25.65
3863,1175.84,1067.75,1071.95,86.72,18.82
3864,1096.15,796.18,1427.18,96.66,10.53
3865,703.29,846.23,1137.14,82.1,11.84
3866,1253.35,700.18,1396.69,90.66,30.13
3867,998.8,1012.03,1061.2,89.14,28.69
3868,996.81,845.36,1466.8,79.54,27.29
3869,633.46,812.63,1164.26,87.81,18.82
3870,987.69,952.56,1339.38,80.08,16.0
3871,774.99,941.99,1425.85,85.25,12.37
3872,1264.1,855.55,1287.47,94.74,24.72
3873,785.17,934.79,1062.81,82.31,21.48
3874,731.02,818.35,1379.14,82.86,36.91
3875,1058.99,842.58,1252.58,93.38,30.58
3876,1181.86,944.48,1326.63,95.66,15.61
3877,1241.76,1014.07,931.38,75.71,35.68
3878,1279.0,977.72,1230.6,79.87,22.43
3879,695.29,1000.09,1373.3,90.92,13.45
3880,644.48,857.56,1056.87,93.17,28.11
3881,867.46,811.42,1380.71,91.69,37.32
3882,1213.7,728.84,1454.41,87.31,20.89
3883,1226.01,893.27,996.82,99.43,26.3
3884,1199.64,810.6,1016.54,85.66,37.97
3885,1263.73,759.06,1150.54,79.13,12.78
3886,1154.72,708.85,1374.0,76.45,10.78
3887,1024.48,767.19,1038.79,80.34,12.43
3888,791.31,773.55,1292.95,85.5,12.23
3889,787.57,967.87,1129.9,83.58,39.87
3890,625.03,989.13,940.63,90.68,26.79
3891,793.63,727.43,1373.11,83.9,24.76
3892,864.15,1018.52,1399.06,86.14,32.84
3893,1116.44,922.15,1283.88,97.92,17.59
3894,643.68,924.99,1191.55,75.06,26.67
3895,1202.05,955.4,1098.08,85.74,32.19
3896,1257.77,766.85,1075.05,81.31,34.98
3897,845.51,808.16,1389.55,78.43,39.77
3898,1117.97,732.05,1335.87,76.47,23.5
3899,736.42,1034.9,1367.14,94.76,10.69
3900,624.65,1071.29,1457.88,77.97,36.64
3901,731.99,1059.6,903.93,89.84,17.13
3902,1145.79,778.2,1303.31,85.58,12.1
3903,947.73,919.87,1158.36,86.39,37.22
3904,641.53,957.44,1246.36,77.97,24.41
3905,771.9,886.01,1296.85,81.4,33.7
3906,1028.02,1006.68,970.14,96.21,13.61
3907,1227.54,717.89,1423.51,95.37,21.54
3908,965.91,946.09,1186.38,97.02,10.79
3909,1109.89,947.44,1075.22,96.36,14.99
3910,1015.6,1014.57,1429.08,75.95,26.44
3911,821.65,1053.6,918.39,91.55,21.97
3912,875.29,835.54,1311.57,81.23,26.85
3913,1193.29,899.39,1098.37,88.72,36.51
3914,1122.23,705.01,1124.26,76.13,32.58
3915,881.27,784.08,1480.9,85.43,17.25
3916,1272.85,941.79,1014.5,81.92,11.94
3917,1164.81,788.93,1449.23,99.64,26.62
3918,752.64,718.31,1495.83,98.64,19.71
3919,653.66,898.77,1453.23,77.89,32.66
3920,1159.25,1003.14,1178.42,80.35,16.43
3921,833.04,1009.17,1122.71,78.28,32.39
3922,955.96,939.16,1254.94,80.22,13.84
3923,1105.6,952.08,1257.11,77.66,38.02
3924,1093.79,1021.34,1078.83,77.93,31.66
3925,959.66,723.43,970.09,79.65,25.13
3926,703.79,1001.08,925.76,84.84,13.4
3927,828.66,770.42,900.01,75.76,12.52
3928,1160.12,856.89,1235.28,94.33,25.44
3929,983.04,913.6,1287.83,82.82,23.95
3930,1093.98,1004.35,1360.9,93.41,29.21
3931,1072.98,972.57,908.36,93.23,34.3
3932,816.83,950.23,1293.12,78.78,13.02
3933,868.49,1029.42,1236.49,99.07,22.94
3934,1114.81,1088.4,1115.81,91.03,33.6
3935,1270.96,856.94,1417.87,76.93,24.01
3936,975.43,963.97,1005.18,80.66,26.98
3937,1156.26,1024.4,1201.57,97.26,24.88
3938,1049.23,901.58,1412.69,94.11,20.77
3939,1040.76,864.26,1398.81,78.66,20.2
3940,992.13,841.3,1422.32,97.26,21.39
3941,1233.93,926.99,1015.29,87.3,30.24
3942,857.79,1003.7,1433.75,93.57,37.78
3943,883.84,1028.56,1478.73,85.47,15.96
3944,1177.95,1086.69,982.12,76.57,16.11
3945,1113.11,985.88,1019.32,97.62,36.5
3946,762.69,967.51,1429.13,86.7,14.25
3947,870.22,706.14,972.53,89.05,30.31
3948,859.03,749.1,1144.53,87.78,20.45
3949,790.47,810.38,971.05,79.78,34.01
3950,1281.34,969.61,1149.16,84.09,23.64
3951,1245.12,1003.75,1398.38,85.03,19.11
3952,865.18,842.0,980.46,96.53,28.08
3953,1157.46,962.02,1189.47,83.53,22.32
3954,968.48,736.7,1161.74,99.92,26.82
3955,674.65,708.95,1436.4,99.98,12.27
3956,1235.98,736.86,1075.97,85.46,31.89
3957,1265.51,747.01,1318.47,75.6,10.73
3958,975.47,763.43,1031.95,87.59,15.28
3959,802.16,898.17,987.8,78.28,17.5
3960,1048.69,869.32,1179.08,78.56,17.99
3961,1171.52,812.83,1277.79,97.06,28.89
3962,685.5,733.95,1079.28,78.05,16.3
3963,1007.45,997.78,1371.98,87.92,19.5
3964,621.39,828.61,1453.42,87.98,19.71
3965,793.27,795.4,1031.11,98.1,10.66
3966,1259.61,825.32,1335.95,79.74,15.28
3967,680.3,701.66,934.1,99.64,13.81
3968,1026.53,952.05,1222.78,85.06,21.71
3969,623.39,817.82,1249.88,90.2,36.55
3970,1210.1,1031.29,1242.94,96.2,15.11
3971,757.86,969.49,1246.63,76.7,30.11
3972,1061.14,792.47,1038.66,81.12,38.05
3973,856.56,1097.07,1240.07,84.02,22.53
3974,726.62,781.2,1204.6,80.41,25.43
3975,1130.92,779.28,1454.07,77.55,35.58
3976,822.15,726.07,1123.9,94.35,22.19
3977,1094.78,967.32,1328.36,91.35,34.25
3978,717.79,737.49,1135.82,78.57,32.91
3979,1013.67,706.78,1078.27,96.33,22.3
3980,1031.34,1047.16,1252.01,90.99,23.85
3981,646.36,990.08,1484.33,86.29,26.19
3982,1071.07,833.37,945.27,84.78,16.87
3983,689.79,931.37,1239.97,81.38,25.67
3984,1070.54,777.32,1024.97,99.36,38.22
3985,1252.72,828.04,1252.96,93.14,20.48
3986,1044.62,732.3,1404.93,96.0,28.28
3987,959.02,873.11,1206.96,81.99,15.12
3988,851.35,866.14,1127.4,98.39,12.12
3989,1088.32,971.69,1118.38,89.17,25.73
3990,1012.58,758.53,1333.39,90.18,34.01
3991,971.13,1000.65,1483.11,89.54,10.05
3992,631.69,873.74,1441.18,84.48,23.32
3993,659.04,841.85,1414.89,93.71,16.67
3994,1244.21,1063.09,1029.51,91.82,22.36
3995,679.74,1095.7,1007.51,81.63,11.56
3996,1124.71,761.89,1173.75,84.82,30.42
3997,926.84,748.43,1350.38,79.21,22.28
3998,1014.09,1014.47,1062.11,88.78,10.78
3999,886.86,832.71,1409.09,82.89,39.8
4000,650.31,799.86,961.72,96.81,10.55
4001,784.98,737.83,1184.38,92.75,36.71
4002,1004.85,808.0,1235.68,94.54,16.74
4003,1044.44,1038.4,1092.13,88.62,38.36
4004,725.42,916.97,1040.03,86.68,14.1
4005,877.78,703.01,927.2,80.8,19.79
4006,1055.25,809.94,1342.15,83.19,14.12
4007,726.48,760.31,1227.66,99.56,26.66
4008,711.36,1074.89,993.2,82.6,15.41
4009,864.72,820.38,1365.44,83.68,10.91
4010,1115.89,727.44,1196.02,75.18,21.28
4011,757.54,988.68,1263.6,92.61,35.55
4012,953.39,1040.66,1213.51,98.39,13.26
4013,1267.35,773.73,1315.5,87.18,13.72
4014,1045.45,771.71,932.71,76.75,16.39
4015,1117.63,812.5,1107.38,96.35,25.3
4016,1143.34,1097.42,996.16,89.82,21.77
4017,1015.65,1048.65,1122.79,91.94,28.5
4018,808.71,975.21,1285.99,92.94,18.89
4019,611.2,903.89,1033.7,75.64,19.44
4020,702.05,759.63,1467.28,77.13,23.01
4021,840.06,973.27,962.27,79.59,23.31
4022,941.1,1084.32,1026.22,75.45,33.37
4023,763.52,898.21,1045.01,90.51,26.88
4024,904.56,717.37,1369.95,76.42,12.85
4025,737.07,915.8,1235.35,82.82,13.95
4026,1029.02,1068.21,1087.93,82.55,28.57
4027,627.33,705.19,1191.86,97.89,35.7
4028,1274.39,874.95,1386.6,99.66,33.35
4029,974.99,1067.97,1074.83,98.33,20.9
4030,1169.74,1051.78,1476.82,85.11,14.39
4031,661.01,1088.47,1011.89,90.0,39.61
4032,1201.61,720.5,1404.22,98.34,37.66
4033,874.59,977.33,1383.84,87.43,34.75
4034,1264.38,715.46,1239.27,87.87,33.96
4035,1024.24,903.52,988.12,91.15,19.59
4036,1247.02,937.98,925.49,96.08,15.43
4037,1114.2,934.48,1479.52,89.08,15.18
4038,822.64,981.8,1136.84,79.21,19.66
4039,1208.3,907.68,1190.65,98.34,39.53
4040,1183.96,1078.97,962.44,90.9,13.65
4041,670.58,1069.07,1046.88,83.33,37.33
4042,794.62,1035.09,1049.04,89.32,38.56
4043,739.92,794.68,1052.56,87.61,21.45
4044,1065.75,872.28,1088.2,81.15,20.84
4045,1050.09,1064.5,1344.13,77.82,35.91
4046,645.83,752.64,1322.63,89.42,29.55
4047,1286.86,874.51,1473.42,97.81,35.56
4048,864.76,922.74,1245.56,96.42,25.98
4049,630.02,814.58,1115.63,98.2,16.95
4050,611.0,791.36,1059.22,81.48,29.39
4051,998.87,725.1,1098.59,96.54,39.01
4052,1213.66,851.27,1382.64,85.46,29.91
4053,640.04,932.85,901.06,97.45,28.01
4054,811.32,1031.57,1267.3,95.09,21.02
4055,1118.96,1062.39,1276.17,93.15,10.51
4056,1016.57,861.2,1122.69,89.36,23.71
4057,1163.96,924.26,1071.52,76.52,38.01
4058,1113.67,887.56,1328.3,95.83,18.23
4059,774.02,1046.7,922.12,81.37,31.58
4060,1214.38,840.74,1322.86,87.23,17.41
4061,1173.64,856.96,1331.04,87.47,34.46
4062,693.77,916.2,1253.43,88.92,31.13
4063,966.55,911.26,1231.55,96.66,40.0
4064,813.13,711.42,1313.34,86.61,13.82
4065,1265.57,823.2,1413.71,75.97,30.02
4066,1253.95,1009.06,1469.25,90.16,28.23
4067,1190.44,994.68,1375.68,92.61,16.82
4068,748.06,1045.7,1029.72,97.5,12.5
4069,1151.87,947.1,1084.11,98.74,23.35
4070,790.79,1078.01,1478.31,80.54,38.32
4071,874.09,772.65,1068.17,99.87,19.26
4072,888.66,706.26,1043.52,77.13,13.79
4073,952.79,1041.74,977.16,83.69,19.82
4074,1222.35,983.44,1179.91,92.95,31.65
4075,1027.1,1012.66,966.81,95.01,36.3
4076,837.99,991.17,986.76,79.55,27.73
4077,865.77,887.01,1367.43,75.2,32.24
4078,1173.37,993.84,903.61,76.81,21.0
4079,944.85,820.86,1237.35,84.58,34.53
4080,614.73,911.74,1366.43,80.67,37.74
4081,884.09,870.36,1156.23,81.54,23.88
4082,663.67,982.03,1124.21,77.21,36.66
4083,991.58,952.0,1341.48,76.51,12.02
4084,795.76,794.07,1084.03,86.43,13.19
4085,862.39,1072.21,943.1,85.29,37.14
4086,681.9,991.71,1304.92,84.22,10.51
4087,601.12,785.8,1375.96,83.42,36.87
4088,1253.94,839.2,1237.61,85.24,36.15
4089,764.38,1058.16,1166.82,92.96,38.01
4090,955.01,1002.63,1220.65,86.63,38.64
4091,887.9,1079.08,1190.23,85.28,11.69
4092,621.17,784.82,1144.35,84.75,12.55
4093,643.72,802.91,1341.46,75.45,34.55
4094,1254.45,907.06,978.19,96.54,18.11
4095,1083.46,930.74,1186.61,90.18,37.93
4096,646.72,734.11,902.43,86.32,35.17
4097,1021.98,1057.59,1076.5,87.78,39.37
4098,615.68,942.53,1305.29,91.38,38.2
4099,860.56,975.62,1078.8,98.77,25.39
4100,756.78,827.62,1426.0,89.09,14.99
4101,751.47,1024.2,1091.77,98.06,16.97
4102,696.46,957.68,1306.08,97.59,27.61
4103,1208.66,943.28,1248.83,92.13,10.01
4104,1152.4,838.17,905.89,90.3,13.64
4105,1143.12,815.04,929.64,82.13,13.53
4106,1001.92,778.65,1157.85,88.29,27.5
4107,607.67,868.77,1027.67,85.63,11.12
4108,658.24,1032.23,1074.93,88.84,34.5
4109,1004.86,985.98,1214.85,89.6,25.96
4110,1224.89,780.82,1326.33,99.6,10.44
4111,1014.52,746.34,969.31,77.67,24.17
4112,1140.81,712.36,1469.43,85.85,25.71
4113,1112.46,1003.51,1164.68,77.33,28.94
4114,1005.86,921.02,1097.72,99.06,30.75
4115,1296.77,771.71,1074.19,88.92,29.4
4116,1208.78,978.39,1462.89,84.24,12.64
4117,713.36,837.35,977.0,90.01,22.92
4118,1004.48,1064.22,1356.43,85.18,13.92
4119,805.88,1057.76,1445.23,86.91,25.8
4120,1154.85,742.61,1236.0,75.05,26.42
4121,1216.12,784.44,1363.66,94.91,35.28
4122,619.22,904.47,1359.37,81.36,10.01
4123,880.67,912.13,1100.26,96.84,27.53
4124,1119.37,1059.0,1351.63,84.42,31.53
4125,1160.15,1089.89,1011.8,84.76,31.57
4126,794.4,716.92,979.82,78.43,23.76
4127,1179.73,905.12,1416.03,92.08,31.6
4128,1206.53,784.08,1313.03,88.73,22.36
4129,634.94,832.04,1124.53,79.81,39.16
4130,960.86,771.95,1148.67,85.51,28.59
4131,1243.4,917.11,962.12,95.67,39.0
4132,874.53,1026.04,1251.89,93.06,10.36
4133,643.71,949.14,978.11,83.21,31.77
4134,1136.15,725.09,1305.88,81.86,20.73
4135,880.66,734.82,1242.45,84.03,18.72
4136,731.19,943.41,1190.71,94.78,32.59
4137,644.88,1038.42,927.14,95.32,32.36
4138,741.03,822.2,1025.65,82.23,19.96
4139,667.76,712.27,1308.73,76.08,17.15
4140,1207.03,1030.69,1377.19,76.61,25.67
4141,1230.58,944.47,925.96,93.11,13.68
4142,648.16,722.46,935.57,81.49,14.14
4143,1054.04,951.96,1199.96,96.01,33.42
4144,1259.1,964.89,1249.03,86.88,14.8
4145,725.34,887.74,1339.51,79.46,10.26
4146,1214.06,1063.15,904.94,87.26,36.55
4147,717.18,761.76,1099.03,84.09,15.46
4148,995.57,1089.3,957.04,90.85,33.16
4149,1067.69,1068.46,1170.37,75.13,34.05
4150,1042.49,743.26,1305.39,95.75,32.39
4151,1035.79,738.3,1431.91,94.73,21.93
4152,605.57,734.33,1025.06,96.98,30.13
4153,1151.49,754.56,924.61,79.77,33.56
4154,1007.15,832.17,1268.13,83.16,17.79
4155,879.9,884.92,980.42,78.34,28.25
4156,891.86,1008.12,1231.83,77.57,21.69
4157,715.63,793.88,1484.84,90.63,19.0
4158,710.55,843.4,1163.96,76.04,15.38
4159,1231.64,1079.65,1344.94,83.22,20.19
4160,1064.02,828.53,1409.27,86.86,33.09
4161,815.5,709.85,1089.44,92.72,19.55
4162,630.74,998.65,1019.19,76.49,26.11
4163,1197.46,837.96,1000.73,98.31,19.99
4164,828.01,940.54,962.1,80.14,39.12
4165,1063.51,947.63,1397.35,99.57,26.36
4166,969.89,949.13,908.08,88.22,24.82
4167,800.3,718.65,1386.54,79.77,13.0
4168,928.64,1017.58,1161.39,94.37,12.46
4169,800.9,923.83,973.49,82.05,28.32
4170,891.58,989.82,1277.33,93.33,18.06
4171,941.63,829.83,1261.53,80.96,29.86
4172,1166.8,909.76,1281.27,77.05,38.74
4173,1084.8,1014.75,1453.38,79.93,31.62
4174,996.87,897.96,1306.7,77.46,16.36
4175,698.95,944.16,1099.88,95.26,20.35
4176,906.0,846.04,1023.51,85.39,11.45
4177,767.27,813.15,904.27,95.09,15.0
4178,1192.18,949.44,1471.39,82.73,21.74
4179,1215.13,855.64,965.86,88.29,16.42
4180,1212.7,924.88,1096.71,89.34,10.06
4181,945.75,969.86,1083.01,99.1,26.59
4182,881.72,1039.87,1090.69,94.45,28.95
4183,809.79,877.5,1134.75,79.3,23.13
4184,619.75,701.47,1028.4,78.61,23.28
4185,692.13,908.34,1277.53,81.76,34.88
4186,1037.62,859.41,1151.58,81.91,34.47
4187,951.1,725.18,1059.85,91.2,21.21
4188,640.36,966.1,1119.19,81.31,20.91
4189,1138.35,766.33,1473.09,97.95,14.07
4190,730.76,1082.12,1092.25,98.02,32.58
4191,946.84,786.19,1482.85,77.78,27.89
4192,1121.32,727.64,1254.49,92.1,24.8
4193,1149.31,985.22,981.41,81.68,32.72
4194,904.6,779.91,1308.48,94.21,18.68
4195,1258.75,1076.97,1050.34,85.48,34.02
4196,708.44,1096.72,1377.29,84.95,15.18
4197,736.58,746.44,1377.2,92.17,14.72
4198,1001.75,876.65,1133.54,86.4,15.81
4199,742.19,1090.34,1294.24,80.49,10.85
4200,1198.57,1037.13,1235.33,93.37,31.98
4201,744.47,835.01,986.11,91.38,20.62
4202,1068.57,796.38,1483.99,89.29,22.38
4203,885.61,814.51,1485.36,87.2,21.34
4204,1262.11,742.66,1217.27,95.72,39.72
4205,661.88,1030.56,1058.7,79.03,19.92
4206,943.63,832.16,1206.09,77.58,32.33
4207,1209.82,724.06,1408.45,89.09,29.75
4208,860.2,1064.01,1434.94,94.59,24.45
4209,903.15,868.86,1388.72,98.06,39.82
4210,922.69,940.36,1391.0,79.58,11.07
4211,716.53,715.09,1491.08,82.75,31.3
4212,1257.14,866.24,1075.43,95.8,39.32
4213,631.17,1083.15,979.36,87.33,20.88
4214,890.92,842.88,1311.78,78.87,31.45
4215,1113.17,790.08,1200.52,79.12,23.36
4216,1280.23,749.52,951.17,85.53,11.13
4217,725.73,851.52,1306.07,95.24,31.95
4218,859.76,991.23,962.55,76.49,33.88
4219,1278.26,751.17,1453.04,96.31,39.57
4220,822.05,711.27,1418.74,81.45,32.94
4221,851.24,901.48,1192.08,91.4,36.95
4222,1073.34,704.19,1072.47,87.89,31.89
4223,777.58,712.05,1134.98,93.84,21.64
4224,815.25,1054.12,1235.29,98.51,22.4
4225,618.96,789.28,1444.62,81.02,18.63
4226,716.06,945.53,1255.31,91.98,12.21
4227,1241.74,811.66,1431.09,91.79,11.35
4228,629.63,755.41,925.6,99.12,36.53
4229,826.74,972.95,1286.32,99.09,23.47
4230,1227.3,960.72,1390.32,93.74,19.52
4231,927.92,738.87,1355.03,99.73,34.55
4232,800.57,1099.6,976.45,86.66,28.09
4233,996.33,873.12,942.35,83.5,22.41
4234,1236.31,815.2,985.68,94.31,20.83
4235,661.99,746.11,922.82,82.57,10.84
4236,685.79,814.62,904.05,83.23,22.44
4237,1107.83,1092.78,1438.66,94.48,22.87
4238,910.99,752.13,928.79,96.13,31.5
4239,897.86,801.21,1231.08,77.9,23.38
4240,751.03,871.61,909.85,96.21,21.67
4241,808.64,892.02,1134.32,79.33,26.62
4242,723.26,1070.16,1235.58,88.94,31.04
4243,1254.06,1095.42,920.87,89.02,18.57
4244,942.92,987.99,1105.75,97.3,28.81
4245,1239.06,1083.65,1056.74,82.13,39.03
4246,1271.3,965.59,1441.47,96.37,20.38
4247,920.93,1085.72,1313.89,90.89,31.77
4248,1072.48,912.89,1095.94,81.87,29.73
4249,1218.17,911.7,1447.17,94.89,33.32
4250,1187.42,967.85,1431.42,88.81,32.01
4251,996.78,720.65,1477.21,77.35,39.87
4252,1009.52,874.01,1091.65,81.65,35.22
4253,971.87,1081.26,1417.81,98.86,37.85
4254,1253.55,895.44,1111.59,82.11,18.87
4255,1161.58,1081.13,1250.49,95.34,31.6
4256,1238.2,798.35,1497.85,78.12,10.35
4257,1042.07,965.05,1093.61,91.52,17.79
4258,686.82,1074.15,974.99,98.72,36.78
4259,1157.39,801.57,1198.76,76.32,14.64
4260,697.76,1015.96,1428.45,88.32,25.0
4261,894.28,876.15,1248.15,99.77,16.62
4262,882.32,806.99,1229.86,92.3,30.79
4263,814.95,973.95,960.49,88.41,14.44
4264,1156.26,977.91,1244.01,82.35,18.71
4265,1071.28,708.86,1369.69,76.09,29.3
4266,1118.22,725.47,908.17,82.73,35.62
4267,840.23,714.19,1287.83,96.46,25.76
4268,784.19,744.1,1492.98,96.93,35.91
4269,1112.41,752.27,1317.39,95.32,36.68
4270,1011.57,820.47,1351.65,78.09,39.82
4271,1129.8,755.64,1324.53,89.16,21.65
4272,844.16,1037.07,1190.83,75.13,20.3
4273,1110.92,803.59,1117.7,76.09,14.72
4274,1191.17,1003.43,1088.25,89.13,26.58
4275,1070.15,956.93,910.02,96.42,20.46
4276,1168.99,902.07,1330.81,84.99,18.8
4277,704.1,759.03,984.91,78.71,39.06
4278,923.42,819.49,1311.94,84.01,36.53
4279,776.58,1064.45,1397.76,78.91,25.04
4280,641.6,1038.83,1304.11,95.63,22.37
4281,1266.57,847.2,1261.08,99.21,12.74
4282,1243.13,974.05,1443.63,86.85,35.56
4283,1106.76,860.39,1270.78,91.8,13.38
4284,1164.73,1007.84,1120.48,99.21,20.23
4285,1018.47,870.83,968.43,91.62,13.98
4286,1146.99,813.32,1087.72,85.3,11.12
4287,1205.98,758.32,940.01,96.03,21.67
4288,1017.83,960.71,927.18,88.79,17.08
4289,1053.81,720.51,1492.41,96.77,30.16
4290,857.46,887.37,1084.22,78.46,22.47
4291,905.62,1052.59,1224.46,76.49,30.7
4292,668.99,975.17,1346.32,75.61,17.34
4293,890.42,970.53,1411.39,90.28,13.1
